,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
18,22316,2905088,Low,SD,AUTO ACCIDENT,P172783027,500 WASHBURN AV,39.234508,-76.60428,2017-10-05
35,37322,2461946,Low,NW,HIT AND RUN,P171242185,2900 WYNHAM RD,39.319507,-76.6937,2017-05-04
38,37381,2461366,Low,SE,AUTO ACCIDENT,P171241503,400 CORNWALL ST,39.288872999999995,-76.544785,2017-05-04
49,37502,2455357,High,NE,AUTO ACC/INJURY,P171221696,4300 BERGER AV,39.339553,-76.546932,2017-05-02
61,37709,2458903,High,SE,AUTO ACC/INJURY,P171232102,300 BLK S PONCA ST,39.287545,-76.55499,2017-05-03
127,38327,2464556,High,SW,AUTO ACC/INJURY,P171251866,2100 N HILTON ST,39.311399,-76.67249,2017-05-05
157,38372,2459427,Low,ND,AUTO ACCIDENT,P171232702,2500 W COLD SPRING LN,39.340682,-76.661703,2017-05-03
160,38378,2470669,High,ND,AUTO ACC/INJURY,P171272284,NB I 100 N AT W 28TH ST,39.321846,-76.618646,2017-05-07
168,38390,2464935,High,SW,AUTO ACC/INJURY,P171252327,200 N HILTON ST,39.288781,-76.672436,2017-05-05
172,38395,2482954,Low,WD,HIT AND RUN,P171320777,1500 MORELAND AV,39.304789,-76.655664,2017-05-12
195,38428,2469051,Low,SD,AUTO ACCIDENT,P171270459,1200 E PATAPSCO AV,39.233315000000005,-76.59262,2017-05-07
202,38440,2463949,Low,ND,AUTO ACCIDENT,P171251171,NB I 100 N/W COLD SPRING LN,39.345103,-76.62550300000001,2017-05-05
209,38447,2464505,Low,ND,AUTO ACCIDENT,P171251811,3900 FALLS RD,39.335334,-76.636282,2017-05-05
222,38466,2470309,Low,NE,AUTO ACCIDENT,P171271888,3700 ERDMAN AV,39.316262,-76.56914599999999,2017-05-07
237,38490,2461960,Low,NW,AUTO ACCIDENT,P171242197,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-05-04
272,38540,2469101,Low,SE,HIT AND RUN,P171270516,1600 BLK E BALTIMORE ST,39.291470000000004,-76.59575799999999,2017-05-07
324,38618,2467889,Low,SE,AUTO ACCIDENT,P171262288,400 S WASHINGTON ST,39.28668,-76.588859,2017-05-06
378,38699,2474555,Low,NE,HIT AND RUN,P171290669,5500 BELAIR RD,39.339746999999996,-76.549226,2017-05-09
381,38703,2472333,Low,SD,AUTO ACCIDENT,P171281450,4400 FAIRHAVEN AV,39.225871999999995,-76.590023,2017-05-08
390,38718,2473627,Low,CD,HIT AND RUN,P171282900,300 W LOMBARD ST,39.287561,-76.619879,2017-05-08
396,38727,2463681,Low,SE,AUTO ACCIDENT,P171250847,1600 EASTERN AV,39.285517,-76.595067,2017-05-05
410,38746,2482833,Low,NE,HIT AND RUN,P171320637,4500 MANNASOTA AV,39.328657,-76.558994,2017-05-12
411,38747,2470967,Low,ED,HIT AND RUN,P171272613,2200 BARCLAY ST,39.314455,-76.611135,2017-05-07
422,38770,2470598,Low,NE,HIT AND RUN,P171272207,3200 BLK WISTERIA AV,39.350660999999995,-76.558134,2017-05-07
431,38782,2466859,Low,ND,AUTO ACCIDENT,P171261156,3300 BLK GREENMOUNT AV,39.328593,-76.609429,2017-05-06
434,38786,2474045,Low,ND,HIT AND RUN,P171290065,300 W 30TH ST,39.323211,-76.622659,2017-05-09
447,38810,2467440,High,ND,AUTO ACC/INJURY,P171261787,NB I 100 N AT W COLD SPRING LN,39.345103,-76.62550300000001,2017-05-06
460,38828,2473692,Low,SW,HIT AND RUN,P171282964,3700 BLK FLOWERTON RD,39.298737,-76.678924,2017-05-08
464,38833,2467613,Low,CD,AUTO ACCIDENT,P171261972,NB I 100 N/N HOWARD ST,39.290597,-76.619519,2017-05-06
466,38835,2480613,Low,CD,AUTO ACCIDENT,P171311103,SB I 100 S/E PLEASANT ST,39.2936,-76.61330600000001,2017-05-11
494,38889,2473676,Low,SW,HIT AND RUN,P171282947,300 S SMALLWOOD ST,39.283972,-76.651239,2017-05-08
500,38898,2467551,Low,NW,HIT AND RUN,P171261908,4000 LIBERTY HEIGHTS AV,39.328231,-76.685497,2017-05-06
504,38903,2455846,Low,CD,AUTO ACCIDENT,P171222261,200 W CHASE ST,39.301956,-76.619024,2017-05-02
509,38908,2470143,Medium,NE,HIT AND RUN,P171271706,2300 E NORTHERN PY,39.368559000000005,-76.567428,2017-05-07
549,38966,2469954,Low,NE,AUTO ACCIDENT,P171271492,4400 HARFORD RD,39.339818,-76.572567,2017-05-07
558,38978,2472600,High,WD,AUTO ACC/INJURY,P171281742,2400 BLK W FRANKLIN ST,39.293515,-76.65486,2017-05-08
565,38993,2461166,Low,SE,AUTO ACCIDENT,P171241262,2600 BROENING HY,39.259017,-76.53791700000001,2017-05-04
569,38999,2464437,Low,SE,AUTO ACCIDENT,P171251735,6700 DANVILLE AV,39.276245,-76.531889,2017-05-05
581,39017,2473411,Low,WD,HIT AND RUN,P171282663,600 N DUKELAND ST,39.294901,-76.662998,2017-05-08
582,39019,2480921,Low,ND,HIT AND RUN,P171311483,200 E UNIVERSITY PY,39.330694,-76.61491600000001,2017-05-11
623,39090,2472462,Low,NE,HIT AND RUN,P171281598,1500 STONEWOOD RD,39.349340999999995,-76.59062,2017-05-08
664,39155,2468396,High,NE,AUTO ACC/INJURY,P171262853,6400 BLK FRANKFORD AV,39.316065,-76.539388,2017-05-06
700,39221,2474198,High,CD,AUTO ACC/INJURY,P171290249,NB I 100 N/GUILFORD AV,39.290828000000005,-76.611069,2017-05-09
708,39233,2456563,Low,ND,AUTO ACCIDENT,P171223047,5500 GREENSPRING AV,39.357872,-76.666003,2017-05-02
745,39301,2478659,Low,CD,AUTO ACCIDENT,P171302072,100 S EUTAW ST,39.287512,-76.620807,2017-05-10
859,39458,2498203,Low,NE,HIT AND RUN,P171371693,4700 GREENHILL AV,39.330873,-76.554825,2017-05-17
877,39483,2496549,High,SE,AUTO ACC/INJURY,P171363395,6300 ERDMAN AV,39.301905,-76.541528,2017-05-16
900,39518,2499705,Low,NE,HIT AND RUN,P171373388,4900 BELAIR RD,39.334461,-76.55681700000001,2017-05-17
912,39534,2476311,Low,SD,HIT AND RUN,P171292673,2000 MCHENRY ST,39.284119,-76.648859,2017-05-09
919,39543,2501918,Low,NE,AUTO ACCIDENT,P171382369,1500 E 33RD ST,39.328475,-76.59382,2017-05-18
930,39559,2487274,High,NE,AUTO ACC/INJURY,P171332351,2600 BLK E NORTHERN PY,39.396906,-76.53076300000001,2017-05-13
956,39598,2492481,Medium,NW,AUTO ACCIDENT,P171352276,ARLINGTON ELEM MIDDLE,39.339401,-76.684196,2017-05-15
967,39611,2490998,Low,ND,HIT AND RUN,P171350538,4700 NURTON AV,39.346615,-76.660956,2017-05-15
989,39648,2488548,Low,SE,HIT AND RUN,P171340794,500 S LUZERNE AV,39.285763,-76.580013,2017-05-14
995,39656,2476017,High,ED,AUTO ACC/INJURY,P171292352,1300 N EDEN ST,39.305142,-76.59957,2017-05-09
1049,39727,2509513,High,NW,AUTO ACC/INJURY,P171410086,3300 BLK REISTERSTOWN RD,39.324721999999994,-76.657226,2017-05-21
1102,39797,2486986,High,NE,AUTO ACC/INJURY,P171332042,6100 HILLEN RD,39.368116,-76.578227,2017-05-13
1148,39855,2495027,Low,WD,AUTO ACCIDENT,P171361715,2200 BLK PENNSYLVANIA AV,39.307582000000004,-76.639586,2017-05-16
1164,39876,2486216,Low,CD,HIT AND RUN,P171331200,2100 MCCULLOH ST,39.308833,-76.635591,2017-05-13
1166,39878,2491570,Low,NE,AUTO ACCIDENT,P171351207,5100 PERRING PY,39.348890000000004,-76.58423499999999,2017-05-15
1210,39933,2497785,Low,ED,AUTO ACCIDENT,P171371217,1400 N CAROLINE ST,39.306835,-76.598138,2017-05-17
1213,39936,2503372,High,NW,AUTO ACC/INJURY,P171390300,6700 BLK REISTERSTOWN RD,39.358228999999994,-76.70524300000001,2017-05-19
1224,39950,2511974,High,SD,AUTO ACC/INJURY,P171412800,4100 BLK 10TH ST,39.229811,-76.598109,2017-05-21
1253,39988,2494923,Low,WD,AUTO ACCIDENT,P171361583,2500 PENNSYLVANIA AV,39.310664,-76.64326899999999,2017-05-16
1271,40011,2495583,Low,ND,AUTO ACCIDENT,P171362347,3800 BLK ST PAUL ST,39.334806,-76.615081,2017-05-16
1274,40014,2495836,Low,SD,AUTO ACCIDENT,P171362613,1800 RUSSELL ST,39.272123,-76.630427,2017-05-16
1286,40032,2478141,Low,NW,AUTO ACCIDENT,P171301480,4200 LABYRINTH RD,39.358389,-76.70926800000001,2017-05-10
1311,40061,2474912,Low,NE,HIT AND RUN,P171291115,3500 HARFORD RD,39.329778000000005,-76.58166700000001,2017-05-09
1313,40063,2489487,Low,ND,AUTO ACCIDENT,P171341826,1600 SULGRAVE AV,39.367366,-76.652082,2017-05-14
1333,40095,2485956,Low,ND,HIT AND RUN,P171330911,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-05-13
1384,40161,2497194,Low,ED,AUTO ACCIDENT,P171370497,1600 BLK GREENMOUNT AV,39.308505,-76.60908,2017-05-17
1415,40206,2507039,Low,NE,AUTO ACCIDENT,P171400828,3200 CHESLEY AV,39.363685,-76.544476,2017-05-20
1420,40211,2492633,Low,ED,AUTO ACCIDENT,P171352429,2600 E OLIVER ST,39.307981,-76.581274,2017-05-15
1431,40224,2474791,High,WD,AUTO ACC/INJURY,P171290947,2100 BLK W NORTH AV,39.309711,-76.65129,2017-05-09
1463,40269,2518508,Low,CD,AUTO ACCIDENT,P171440458,SB I 100 S/GUILFORD AV,39.290828000000005,-76.611069,2017-05-24
1467,40276,2516519,Low,ED,AUTO ACCIDENT,P171431742,1500 BLK N LAKEWOOD AV,39.308040000000005,-76.580012,2017-05-23
1468,40277,2523681,Low,WD,HIT AND RUN,P171452919,2400 DRUID HILL AV,39.311678,-76.639562,2017-05-25
1473,40284,2522807,Low,ND,HIT AND RUN,P171451932,200 BLK E 25TH ST,39.317921000000005,-76.614075,2017-05-25
1483,40300,2521678,Low,SE,AUTO ACCIDENT,P171450619,400 N MONTFORD AV,39.296018,-76.583541,2017-05-25
1489,40313,2526478,Low,SD,AUTO ACCIDENT,P171462656,3400 ANNAPOLIS RD,39.247966999999996,-76.640041,2017-05-26
1519,40350,2516733,High,NE,AUTO ACC/INJURY,P171431987,6100 BLK FAIR OAKS AV,39.359364,-76.565704,2017-05-23
1605,40459,2517936,Low,CD,AUTO ACCIDENT,P171433316,300 S CHARLES ST,39.284351,-76.61496,2017-05-23
1625,40493,2537491,Low,NE,HIT AND RUN,P171502141,3500 SOUTHERN AV,39.341738,-76.562759,2017-05-30
1693,40577,2525329,Low,NE,AUTO ACCIDENT,P171461335,6800 MORAVIA PARK DR,39.31042,-76.534412,2017-05-26
1731,40624,2517581,Low,SD,HIT AND RUN,P171432946,1000 S HANOVER ST,39.27745,-76.615589,2017-05-23
1733,40627,2526556,Low,WD,AUTO ACCIDENT,P171462740,1000 EDMONDSON AV,39.295588,-76.634328,2017-05-26
1737,40633,2523847,Low,ND,AUTO ACCIDENT,P171453094,NB I 100 N AT W NORTHERN PY,39.311132,-76.618077,2017-05-25
1765,40670,2538972,Low,SE,AUTO ACCIDENT,P171510401,200 BLK N CASTLE ST,39.294321999999994,-76.588421,2017-05-31
1784,40693,2532707,Low,NW,AUTO ACCIDENT,P171482589,5500 PARK HEIGHTS AV,39.351915999999996,-76.683649,2017-05-28
1788,40698,2536653,Low,NW,HIT AND RUN,P171501168,3300 DENISON ST,39.323696000000005,-76.673582,2017-05-30
1796,40709,2538482,Low,NW,AUTO ACCIDENT,P171503221,5500 GIST AV,39.34984,-76.688038,2017-05-30
1907,40851,2521956,Low,SW,AUTO ACCIDENT,P171450947,2900 W FRANKLIN ST,39.293894,-76.664804,2017-05-25
1911,40856,2522004,Low,NW,AUTO ACCIDENT,P171450993,3200 SEQUOIA AV,39.328345,-76.667242,2017-05-25
1960,40922,2501840,Low,NE,HIT AND RUN,P171382278,5900 RADECKE AV,39.330693,-76.532031,2017-05-18
1962,40926,2522049,Low,ND,AUTO ACCIDENT,P171451046,FALLS RD/SB I 100 S,39.287869,-76.610827,2017-05-25
1963,40927,2526071,High,SW,AUTO ACC/INJURY,P171462212,500 BLK S CATON AV,39.278799,-76.671603,2017-05-26
1974,40942,2501047,Low,CD,AUTO ACCIDENT,P171381365,1900 MCCULLOH ST,39.307356,-76.633773,2017-05-18
1982,40951,2501630,Low,CD,HIT AND RUN,P171382053,600 E FAYETTE ST,39.29065,-76.607606,2017-05-18
1985,40956,2521394,Low,NE,AUTO ACCIDENT,P171450276,2200 BLK SINCLAIR LN,39.314278,-76.586816,2017-05-25
2041,41027,2528422,Low,NE,HIT AND RUN,P171471069,5300 ELSRODE AV,39.352055,-76.566029,2017-05-27
2045,41032,2528276,Low,NE,HIT AND RUN,P171470909,4200 MORAVIA RD,39.331663,-76.561914,2017-05-27
2051,41039,2522488,Low,SW,AUTO ACCIDENT,P171451543,1800 BLOOMINGDALE RD,39.308409999999995,-76.67034699999999,2017-05-25
2076,41092,2567633,Low,ND,HIT AND RUN,P171602052,2600 QUANTICO AV,39.337925,-76.66120699999999,2017-06-09
2089,41105,2541305,Low,NW,HIT AND RUN,P171513084,2600 GATEHOUSE DR,39.319881,-76.70401,2017-05-31
2119,41150,2543605,Low,SE,AUTO ACCIDENT,P171522289,6300 BROWN AV,39.273832,-76.537716,2017-06-01
2157,41201,2566916,Low,SE,HIT AND RUN,P171601271,4000 FLEET ST,39.285761,-76.563124,2017-06-09
2161,41209,2554890,Low,NE,AUTO ACCIDENT,P171561458,4100 HAMILTON AV,39.343783,-76.547589,2017-06-05
2208,41271,2564691,Low,SD,AUTO ACCIDENT,P171592174,1000 KEY HY,39.278184,-76.606476,2017-06-08
2210,41273,2549302,Medium,SW,HIT AND RUN,P171541818,3700 COLBORNE RD,39.298002000000004,-76.67908,2017-06-03
2225,41299,2567356,Low,CD,AUTO ACCIDENT,P171601743,800 LINDEN AV,39.298648,-76.62078000000001,2017-06-09
2271,41364,2540033,Low,NW,AUTO ACCIDENT,P171511678,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-05-31
2272,41366,2540785,Low,NE,AUTO ACCIDENT,P171512517,1200 KITMORE RD,39.350338,-76.598877,2017-05-31
2277,41372,2560779,Low,NW,AUTO ACCIDENT,P171581134,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-06-07
2298,41398,2538985,Low,NW,HIT AND RUN,P171510426,2600 GATEHOUSE DR,39.319881,-76.70401,2017-05-31
2299,41400,2565046,High,SE,AUTO ACC/INJURY,P171592559,3400 EASTERN AV,39.286521,-76.56888000000001,2017-06-08
2301,41402,2540443,Medium,WD,HIT AND RUN,P171512130,1800 PRESSTMAN ST,39.305262,-76.646683,2017-05-31
2323,41434,2539669,Low,SW,AUTO ACCIDENT,P171511235,4400 FREDERICK AV,39.281563,-76.688689,2017-05-31
2333,41446,2530864,Low,NW,HIT AND RUN,P171480532,4100 BOARMAN AV,39.334046,-76.68719499999999,2017-05-28
2340,41454,2540429,Medium,NW,HIT AND RUN,P171512108,6800 REISTERSTOWN RD,39.359581,-76.70699,2017-05-31
2353,41475,2570768,Low,ED,AUTO ACCIDENT,P171611772,1800 ORLEANS ST,39.295291999999996,-76.591603,2017-06-10
2357,41480,2562603,Low,NE,AUTO ACCIDENT,P171583175,6200 PULASKI HY,39.303915,-76.5414,2017-06-07
2361,41487,2568219,Low,WD,HIT AND RUN,P171602695,1000 BENNETT PL,39.294917,-76.634488,2017-06-09
2394,41532,2543461,High,SE,AUTO ACC/INJURY,P171522136,6300 E LOMBARD ST,39.296207,-76.536925,2017-06-01
2417,41569,2543370,Low,SE,AUTO ACCIDENT,P171522026,3800 E BALTIMORE ST,39.292687,-76.56434399999999,2017-06-01
2419,41572,2555211,Low,ND,AUTO ACCIDENT,P171561820,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-06-05
2424,41577,2531698,High,SW,AUTO ACC/INJURY,P171481464,2100 N ELLAMONT ST,39.311640999999995,-76.671038,2017-05-28
2429,41583,2569488,High,WD,AUTO ACC/INJURY,P171610322,900 N FULTON AV,39.298815999999995,-76.645836,2017-06-10
2436,41593,2539390,Low,ND,AUTO ACCIDENT,P171510910,BALTIMORE ZOO,39.290442999999996,-76.61233299999999,2017-05-31
2445,41602,2539595,Low,NW,AUTO ACCIDENT,P171511158,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-05-31
2460,41622,2545593,Low,SW,AUTO ACCIDENT,P171530896,500 WESTGATE RD,39.28771,-76.708281,2017-06-02
2495,41668,2563357,Low,ND,AUTO ACCIDENT,P171590651,500 BLK WOODBOURNE AV,39.355388,-76.609156,2017-06-08
2506,41683,2532722,Low,NW,AUTO ACCIDENT,P171482608,5400 PARK HEIGHTS AV,39.350438,-76.680752,2017-05-28
2513,41693,2551375,Low,NE,AUTO ACCIDENT,P171550695,2500 EVERGREEN AV,39.357172999999996,-76.56590600000001,2017-06-04
2549,41744,2557830,Low,ND,AUTO ACCIDENT,P171571331,2500 GREENMOUNT AV,39.318382,-76.60945500000001,2017-06-06
2589,41794,2555308,Low,CD,AUTO ACCIDENT,P171561923,NB I 100 N/N CHARLES ST,39.290908,-76.615223,2017-06-05
2594,41802,2543511,Low,CD,AUTO ACCIDENT,P171522183,SB I 100 S AT E FAYETTE ST,39.290478,-76.6104,2017-06-01
2643,41868,2569419,Low,SW,AUTO ACCIDENT,P171610239,1000 LYNDHURST ST,39.298721,-76.68146,2017-06-10
2644,41869,2554053,Low,SW,HIT AND RUN,P171560518,2200 BLK WILKENS AV,39.280736,-76.650717,2017-06-05
2689,41926,2577165,Low,ED,AUTO ACCIDENT,P171632524,2300 BLK E OLIVER ST,39.307829,-76.585259,2017-06-12
2699,41939,2598635,Low,ND,AUTO ACCIDENT,P171702518,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-06-19
2735,41988,2568533,Low,SW,HIT AND RUN,P171603042,4400 PARKTON ST,39.277432,-76.69004699999999,2017-06-09
2888,42195,2573809,Low,SE,AUTO ACCIDENT,P171621720,3600 EASTERN AV,39.286609999999996,-76.56689200000001,2017-06-11
2914,42230,2579610,Low,SW,AUTO ACCIDENT,P171642002,3200 WASHINGTON BL,39.25817,-76.66273199999999,2017-06-13
2929,42253,2595553,Low,ED,HIT AND RUN,P171692153,1500 KIA CT,39.307190000000006,-76.602003,2017-06-18
2938,42268,2598816,Low,ND,AUTO ACCIDENT,P171702718,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2017-06-19
2939,42273,2599839,Low,CD,AUTO ACCIDENT,P171710649,SB I 100 S/W NORTH AV,39.311132,-76.618077,2017-06-20
3051,42425,2573619,Low,ND,AUTO ACCIDENT,P171621523,1000 W 41ST ST,39.33742,-76.634305,2017-06-11
3058,42433,2586126,High,SE,AUTO ACC/INJURY,P171662277,100 S EAST AV,39.291137,-76.57183,2017-06-15
3075,42455,2579682,Low,SW,HIT AND RUN,P171642074,2500 W BALTIMORE ST,39.287721000000005,-76.656595,2017-06-13
3080,42461,2579460,Low,ED,AUTO ACCIDENT,P171641826,400 COLVIN ST,39.295026,-76.60585,2017-06-13
3113,42503,2565338,Low,CD,HIT AND RUN,P171592902,1700 MCCULLOH ST,39.305795,-76.631849,2017-06-08
3125,42517,2568885,High,ND,AUTO ACC/INJURY,P171603428,NB I 100 N AT W NORTHERN PY,39.311132,-76.618077,2017-06-09
3126,42518,2586153,Low,ED,HIT AND RUN,P171662308,1700 BLK N CAROLINE ST,39.309791,-76.598333,2017-06-15
3163,42571,2563923,High,SD,AUTO ACC/INJURY,P171591304,800 BLK W PRATT ST,39.285931,-76.629317,2017-06-08
3164,42573,2565434,Low,ND,HIT AND RUN,P171593007,3200 ELLERSLIE AV,39.326873,-76.603925,2017-06-08
3178,42588,2567582,Medium,ED,AUTO ACCIDENT,P171601996,1600 N MILTON AV,39.30912,-76.58290500000001,2017-06-09
3185,42597,2564991,Low,SD,AUTO ACCIDENT,P171592501,5500 QUARANTINE RD,39.213236,-76.55554000000001,2017-06-08
3264,42716,2598646,Low,ND,AUTO ACCIDENT,P171702533,SB I 100 S/W 29TH ST,39.323101,-76.61859,2017-06-19
3265,42717,2563857,Low,SD,AUTO ACCIDENT,P171591233,800 W PRATT ST,39.285931,-76.629317,2017-06-08
3286,42742,2559848,High,SE,AUTO ACC/INJURY,P171580015,2400 BLK ORLEANS ST,39.295603,-76.583058,2017-06-07
3317,42786,2560415,Low,SE,AUTO ACCIDENT,P171580704,2300 BOSTON ST,39.283111,-76.58437099999999,2017-06-07
3346,42821,2578412,Low,NW,AUTO ACCIDENT,P171640628,3100 BLK REISTERSTOWN RD,39.322759999999995,-76.65578599999999,2017-06-13
3370,42848,2588437,Low,WD,AUTO ACCIDENT,P171671250,2500 PENNSYLVANIA AV,39.310664,-76.64326899999999,2017-06-16
3382,42862,2585816,Low,ED,AUTO ACCIDENT,P171661921,1800 ORLEANS ST,39.295291999999996,-76.591603,2017-06-15
3406,42892,2586423,Low,SE,AUTO ACCIDENT,P171662600,2400 BLK MCELDERRY ST,39.297692,-76.583471,2017-06-15
3408,42895,2565588,High,SW,AUTO ACC/INJURY,P171593158,3500 BLK CLIFTON AV,39.310915,-76.675763,2017-06-08
3418,42906,2585585,Low,NE,HIT AND RUN,P171661681,3300 WESTFIELD AV,39.357953,-76.549318,2017-06-15
3420,42908,2563385,Low,SE,HIT AND RUN,P171590686,4800 O DONNELL ST,39.280933000000005,-76.555318,2017-06-08
3435,42927,2561470,Low,CD,AUTO ACCIDENT,P171581905,1500 N CALVERT ST,39.307528000000005,-76.613555,2017-06-07
3444,42941,2595610,Low,SW,HIT AND RUN,P171692224,100 S KOSSUTH ST,39.285453000000004,-76.676637,2017-06-18
3465,42963,3180540,Low,NW,AUTO ACCIDENT,P180232460,3600 PLATEAU AV,39.333044,-76.69936700000001,2018-01-23
3571,43112,2602051,High,NW,AUTO ACC/INJURY,P171713111,4300 BLK REISTERSTOWN RD,39.337746,-76.667015,2017-06-20
3608,43162,2598799,Low,SW,AUTO ACCIDENT,P171702699,3900 GLEN HUNT RD,39.300046,-76.68175,2017-06-19
3611,43165,2605876,Low,NE,AUTO ACCIDENT,P171730501,3800 SINCLAIR LN,39.313669,-76.563354,2017-06-22
3642,43210,2607879,Low,ED,HIT AND RUN,P171732732,2900 BLK E PRESTON ST,39.306072,-76.576619,2017-06-22
3670,43243,2631888,Low,SW,AUTO ACCIDENT,P171812900,1900 HARMAN AV,39.266851,-76.652212,2017-06-30
3780,43381,2630804,Low,SD,HIT AND RUN,P171811708,2000 CHRISTIAN ST,39.282086,-76.64851999999999,2017-06-30
3859,43488,2615224,Low,NE,AUTO ACCIDENT,P171760897,4000 PARKWOOD AV,39.337196,-76.556719,2017-06-25
3863,43494,2624877,Low,ND,HIT AND RUN,P171791985,2300 MARYLAND AV,39.315758,-76.618212,2017-06-28
3890,43534,2588858,Low,NE,AUTO ACCIDENT,P171671713,1600 E BELVEDERE AV,39.359009,-76.586113,2017-06-16
3921,43571,2613617,Low,WD,AUTO ACCIDENT,P171752327,1300 LAURENS ST,39.303360999999995,-76.639074,2017-06-24
3926,43576,2613828,Low,WD,AUTO ACCIDENT,P171752563,1200 WHITELOCK ST,39.311972999999995,-76.638772,2017-06-24
3936,43589,2607361,Low,ED,AUTO ACCIDENT,P171732167,2000 N BROADWAY,39.313449,-76.596773,2017-06-22
3958,43622,2604561,Low,NE,HIT AND RUN,P171722524,5400 WALTHER AV,39.346762,-76.554958,2017-06-21
4023,43713,2599629,Low,SE,AUTO ACCIDENT,P171710386,2700 BLK ORLEANS ST,39.295769,-76.578829,2017-06-20
4040,43734,2601136,High,SW,AUTO ACC/INJURY,P171712103,3400 BLK EDMONDSON AV,39.294111,-76.674311,2017-06-20
4044,43738,2600861,Low,CD,AUTO ACCIDENT,P171711791,400 CATHEDRAL ST,39.294585,-76.61685200000001,2017-06-20
4083,43786,2603817,Low,CD,AUTO ACCIDENT,P171721658,200 E CENTRE ST,39.296473999999996,-76.61225300000001,2017-06-21
4113,43820,2620739,Low,SW,AUTO ACCIDENT,P171780754,1100 COOKS LN,39.298321,-76.709737,2017-06-27
4145,43854,2608118,Medium,NE,AUTO ACCIDENT,P171732989,4400 BOWLEYS LN,39.325677,-76.559751,2017-06-22
4166,43879,2615620,High,NW,AUTO ACC/INJURY,P171761330,5500 LIBERTY HEIGHTS AV,39.334751000000004,-76.70644,2017-06-25
4221,43954,2608176,High,SW,AUTO ACC/INJURY,P171733046,2200 BLK W PRATT ST,39.284908,-76.651274,2017-06-22
4225,43961,2631023,Low,SD,HIT AND RUN,P171811971,SB I 100 S AT SB MD 2100 S,39.362963,-76.659516,2017-06-30
4235,43972,2628044,Medium,NE,HIT AND RUN,P171802035,PARKVILLE SC,39.384496999999996,-76.552991,2017-06-29
4267,44008,2642278,Low,SW,AUTO ACCIDENT,P171851258,3400 CLIFTON AV,39.310989,-76.674237,2017-07-04
4297,44045,2648509,Low,ED,HIT AND RUN,P171871151,1800 N MONTFORD AV,39.3114,-76.584484,2017-07-06
4305,44061,2632594,High,SE,AUTO ACC/INJURY,P171820273,1300 E FAYETTE ST,39.292703,-76.599223,2017-07-01
4342,44110,2649440,Low,NE,AUTO ACCIDENT,P171872188,5800 PULASKI HY,39.301738,-76.548688,2017-07-06
4391,44180,2624454,Low,SD,AUTO ACCIDENT,P171791522,100 E WEST ST,39.276072,-76.61146,2017-06-28
4417,44218,2642462,Low,NE,AUTO ACCIDENT,P171851446,5800 BLK WINTHROPE AV,39.350188,-76.550028,2017-07-04
4436,44247,2631090,Low,CD,AUTO ACCIDENT,P171812027,400 WATER ST,39.288564,-76.61014899999999,2017-06-30
4437,44249,2645799,Low,ND,AUTO ACCIDENT,P171861768,500 E BELVEDERE AV,39.364127,-76.609646,2017-07-05
4458,44275,2643198,High,WD,AUTO ACC/INJURY,P171852267,800 GEORGE ST,39.29542,-76.631025,2017-07-04
4467,44285,2643600,Low,NW,AUTO ACCIDENT,P171852691,3300 DORITHAN RD,39.330908,-76.66844300000001,2017-07-04
4471,44290,2658112,High,SW,AUTO ACC/INJURY,P171902169,100 N ATHOL AV,39.287196,-76.68883199999999,2017-07-09
4474,44294,2639873,Low,SW,HIT AND RUN,P171842025,2900 W FRANKLIN ST,39.293894,-76.664804,2017-07-03
4475,44295,2649042,High,ND,AUTO ACC/INJURY,P171871739,NB I 100 N AT W NORTHERN PY,39.311132,-76.618077,2017-07-06
4486,44308,2639144,Low,CD,HIT AND RUN,P171841200,200 N CHARLES ST,39.291418,-76.615258,2017-07-03
4504,44329,2641262,Low,NW,AUTO ACCIDENT,P171850096,5200 CUTHBERT AV,39.346646,-76.680824,2017-07-04
4527,44354,2646289,High,SW,AUTO ACC/INJURY,P171862302,100 S HILTON ST,39.284663,-76.672239,2017-07-05
4595,44428,2625066,High,SW,AUTO ACC/INJURY,P171792215,2000 BLK HARMAN AV,39.265965,-76.65094599999999,2017-06-28
4614,44459,2642265,High,WD,AUTO ACC/INJURY,P171851236,1800 W NORTH AV,39.309896,-76.646635,2017-07-04
4665,44519,2662941,Low,NE,AUTO ACCIDENT,P171921639,5300 MORAVIA RD,39.322664,-76.548735,2017-07-11
4670,44527,2644894,High,WD,AUTO ACC/INJURY,P171860753,2000 N FULTON AV,39.311138,-76.646608,2017-07-05
4677,44535,2627844,Low,NE,HIT AND RUN,P171801808,7600 HARFORD RD,39.371959000000004,-76.54440600000001,2017-06-29
4708,44583,2648169,Low,SE,AUTO ACCIDENT,P171870772,2600 ORLEANS ST,39.295711,-76.580241,2017-07-06
