,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
659489,3572180,2890264,Low,NE,HIT AND RUN,P172731417,2900 GOODWOOD RD,39.350048,-76.56429200000001,2017-09-30
659519,3572210,2870294,Low,NW,AUTO ACCIDENT,P172661312,5500 LIBERTY HEIGHTS AV,39.334751000000004,-76.70644,2017-09-23
659530,3572221,2875584,High,WD,AUTO ACC/INJURY,P172681142,1100 N CAREY ST,39.301299,-76.638828,2017-09-25
659581,3572272,2894576,Low,SD,AUTO ACCIDENT,P172750464,4100 CURTIS AV,39.228359000000005,-76.587099,2017-10-02
659584,3572275,2892568,Low,ND,AUTO ACCIDENT,P172741012,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-10-01
659588,3572279,2868602,Low,ND,AUTO ACCIDENT,P172652741,2200 CREST RD,39.365675,-76.665348,2017-09-22
659610,3572301,2888562,Low,ED,AUTO ACCIDENT,P172722941,2000 N BROADWAY,39.313449,-76.596773,2017-09-29
659682,3572373,2892043,High,NW,AUTO ACC/INJURY,P172740418,4200 PARK HEIGHTS AV,39.336755,-76.664313,2017-10-01
659701,3572392,2869049,Low,SW,HIT AND RUN,P172653251,3900 GWYNNS FALLS PY,39.313906,-76.68198100000001,2017-09-22
659702,3572393,2872698,Low,NE,AUTO ACCIDENT,P172670825,3200 TAYLOR AV,39.371125,-76.539516,2017-09-24
659714,3572405,2870853,Low,ND,HIT AND RUN,P172661927,1300 WELDON AV,39.338097,-76.638983,2017-09-23
659716,3572407,2891504,Medium,NE,HIT AND RUN,P172732778,4300 FRANKFORD AV,39.337044,-76.550715,2017-09-30
659717,3572408,2873898,High,NE,AUTO ACC/INJURY,P172672143,4300 HAMILTON AV,39.340908,-76.54418100000001,2017-09-24
659778,3572470,2912135,Low,ND,AUTO ACCIDENT,P172810911,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-10-08
659780,3572472,2912154,Low,ND,AUTO ACCIDENT,P172810930,W 0TH ST/SB I 83 S,39.287717,-76.610816,2017-10-08
659822,3572514,2905556,Low,CD,AUTO ACCIDENT,P172790195,300 GUILFORD AV,39.292437,-76.61118,2017-10-06
659842,3572534,2903309,Low,CD,AUTO ACCIDENT,P172780988,NB I 100 N/E FAYETTE ST,39.290478,-76.6104,2017-10-05
659875,3572567,2907203,Low,NE,HIT AND RUN,P172792108,2400 PERRING MANOR RD,39.371898,-76.567112,2017-10-06
659951,3572643,2912551,High,ND,AUTO ACC/INJURY,P172811372,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-10-08
659958,3572650,2892539,Low,SD,AUTO ACCIDENT,P172740979,900 PONTIAC AV,39.233801,-76.598128,2017-10-01
659964,3572656,2893839,Low,NW,HIT AND RUN,P172742437,3700 W STRATHMORE AV,39.35771,-76.69488299999999,2017-10-01
660010,3572703,2892282,Low,NW,HIT AND RUN,P172740698,3600 CLARKS LN,39.361897,-76.70033199999999,2017-10-01
660016,3572709,2904364,Low,ED,HIT AND RUN,P172782223,1600 BLK N PORT ST,39.309323,-76.583663,2017-10-05
660088,3572781,2907603,High,NW,AUTO ACC/INJURY,P172792546,LANGSTON HUGHES ELEMENTARY,39.245266,-76.66103299999999,2017-10-06
660096,3572789,2918128,Low,SD,AUTO ACCIDENT,P172831689,1800 WASHINGTON BL,39.275038,-76.642543,2017-10-10
660107,3572800,2913795,Low,ND,HIT AND RUN,P172812757,2300 DRUID PARK DR,39.330325,-76.654209,2017-10-08
660110,3572803,2892612,Low,ND,AUTO ACCIDENT,P172741058,4700 WRENWOOD AV,39.344384999999996,-76.606607,2017-10-01
660163,3572856,2893040,Low,NW,AUTO ACCIDENT,P172741518,5700 WABASH AV,39.347401,-76.698996,2017-10-01
660180,3572873,2912539,High,ND,AUTO ACC/INJURY,P172811361,SB I 100 S/W COLD SPRING LN,39.345103,-76.62550300000001,2017-10-08
660186,3572879,2912173,Low,SW,AUTO ACCIDENT,P172810952,600 COOKS LN,39.292443,-76.701799,2017-10-08
660189,3572882,2913644,Low,SD,AUTO ACCIDENT,P172812582,1200 WILLIAM ST,39.276165,-76.610546,2017-10-08
660218,3572911,2896357,Low,SD,HIT AND RUN,P172752537,2600 INSULATOR DR,39.26097,-76.613299,2017-10-02
660230,3572923,2914543,Low,WD,AUTO ACCIDENT,P172820673,1600 W NORTH AV,39.310039,-76.643415,2017-10-09
660232,3572925,2910857,Low,WD,HIT AND RUN,P172802666,1800 APPLETON ST,39.308876,-76.64896800000001,2017-10-07
660233,3572926,2912441,Low,NE,AUTO ACCIDENT,P172811253,1000 E 33RD ST,39.328432,-76.601454,2017-10-08
660323,3573016,2914591,Low,NW,HIT AND RUN,P172820741,3300 LIBERTY HEIGHTS AV,39.323597,-76.669481,2017-10-09
660335,3573028,2909059,Low,SD,AUTO ACCIDENT,P172800674,2300 RUSSELL ST,39.266578,-76.634751,2017-10-07
660354,3573047,2902814,Low,SE,HIT AND RUN,P172780387,400 S LEHIGH ST,39.287895,-76.558122,2017-10-05
660356,3573049,2892874,Low,NE,AUTO ACCIDENT,P172741337,3200 PELHAM AV,39.323046999999995,-76.568557,2017-10-01
660383,3573076,2906885,Low,NE,AUTO ACCIDENT,P172791757,1100 ARGONNE DR,39.339307,-76.598327,2017-10-06
660387,3573080,2905744,Low,SW,HIT AND RUN,P172790404,3600 W SARATOGA ST,39.290903,-76.67728699999999,2017-10-06
660415,3573108,2906713,Low,SD,AUTO ACCIDENT,P172791536,ANNAPOLIS RD/SB MD 300 S,39.381676,-76.744566,2017-10-06
660428,3573121,2915125,Low,ND,AUTO ACCIDENT,P172821360,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2017-10-09
660457,3573150,2914225,Low,SD,HIT AND RUN,P172820287,900 DANTREY CT,39.229915000000005,-76.599855,2017-10-09
660471,3573164,2914271,High,CD,AUTO ACC/INJURY,P172820338,GUILFORD AV/SB I 100 S,39.287869,-76.610827,2017-10-09
660476,3573169,2892469,Low,CD,HIT AND RUN,P172740908,2500 LINDEN AV,39.315408000000005,-76.63614799999999,2017-10-01
660486,3573179,2911074,Low,CD,AUTO ACCIDENT,P172802905,100 E PRATT ST,39.286574,-76.612663,2017-10-07
660549,3573244,2943877,Low,CD,AUTO ACCIDENT,P172930260,1300 N CHARLES ST,39.304761,-76.616147,2017-10-20
660557,3573252,2933336,Low,ND,AUTO ACCIDENT,P172890289,2600 W BELVEDERE AV,39.352783,-76.66748,2017-10-16
660573,3573268,2925419,Low,NW,AUTO ACCIDENT,P172860690,2900 ULMAN AV,39.328333,-76.661459,2017-10-13
660574,3573269,2923798,Low,WD,AUTO ACCIDENT,P172851686,300 N BRUCE ST,39.292087,-76.64468199999999,2017-10-12
660641,3573336,2930060,Low,NE,HIT AND RUN,P172872758,2300 E COLD SPRING LN,39.345395,-76.576826,2017-10-14
660696,3573391,2937487,Low,NE,AUTO ACCIDENT,P172902041,5200 BELAIR RD,39.336890999999994,-76.553354,2017-10-17
660716,3573411,2935257,Low,NE,AUTO ACCIDENT,P172892500,2000 SINCLAIR LN,39.31426,-76.590193,2017-10-16
660852,3573547,2916682,Low,SE,HIT AND RUN,P172830012,2700 JEFFERSON ST,39.296875,-76.578906,2017-10-10
660857,3573552,2929798,High,SE,AUTO ACC/INJURY,P172872463,1100 E LOMBARD ST,39.289955,-76.60040500000001,2017-10-14
660880,3573575,2927893,Low,SW,AUTO ACCIDENT,P172870282,100 BLK SIEGWART LN,39.284086,-76.67557,2017-10-14
660883,3573578,2934593,High,ND,AUTO ACC/INJURY,P172891744,5000 YELLOWWOOD AV,39.349375,-76.657996,2017-10-16
660889,3573584,2927152,Low,ND,AUTO ACCIDENT,P172862688,NB I 100 N/W COLD SPRING LN,39.345103,-76.62550300000001,2017-10-13
660919,3573615,2944848,Low,SD,HIT AND RUN,P172931416,3000 S HANOVER ST,39.250727000000005,-76.614528,2017-10-20
660949,3573646,2938189,Low,CD,HIT AND RUN,P172902836,600 LAURENS ST,39.3043,-76.63559599999999,2017-10-17
660967,3573664,2930921,Low,ED,AUTO ACCIDENT,P172880534,400/E MONUMENT ST,39.297768,-76.609912,2017-10-15
660983,3573680,2921081,Low,NE,HIT AND RUN,P172841683,2700 HARFORD RD,39.320338,-76.59162099999999,2017-10-11
661034,3573731,2949408,Low,CD,HIT AND RUN,P172950217,800 GEORGE ST,39.29542,-76.631025,2017-10-22
661071,3573768,2928100,Low,SE,AUTO ACCIDENT,P172870516,1400-1466 E PRATT ST,39.289046,-76.598197,2017-10-14
661072,3573769,2923633,Low,NW,HIT AND RUN,P172851501,4800 SETON DR,39.343396999999996,-76.707663,2017-10-12
661099,3573796,2932593,Low,ED,AUTO ACCIDENT,P172882378,1000 BONAPARTE AV,39.316156,-76.60130799999999,2017-10-15
661117,3573814,2942174,Low,WD,AUTO ACCIDENT,P172921374,2800 BLK W FRANKLIN ST,39.293203999999996,-76.662449,2017-10-19
661121,3573818,2922535,Low,ND,AUTO ACCIDENT,P172850149,NB I 100 N/W NORTHERN PY,39.311132,-76.618077,2017-10-12
661132,3573829,2934412,Low,NE,AUTO ACCIDENT,P172891529,5500 PERRING PY,39.35475,-76.57603399999999,2017-10-16
661158,3573855,2932100,Low,NE,HIT AND RUN,P172881843,1400 STONEWOOD RD,39.349481,-76.593785,2017-10-15
661185,3573882,2925618,Low,NE,HIT AND RUN,P172860911,3300 LAKE AV,39.321028999999996,-76.56931,2017-10-13
661190,3573887,2932583,Low,NE,HIT AND RUN,P172882368,4400 MORAVIA RD,39.328274,-76.55720500000001,2017-10-15
661229,3573926,2958174,Low,ND,AUTO ACCIDENT,P172981100,900 W 36TH ST,39.331138,-76.63165,2017-10-25
661243,3573940,2939291,Low,SD,AUTO ACCIDENT,P172911066,3400 ANNAPOLIS RD,39.247966999999996,-76.640041,2017-10-18
661290,3573987,2940601,Low,NW,HIT AND RUN,P172912582,5200 FAIRLAWN AV,39.342618,-76.685132,2017-10-18
661313,3574010,2944638,Low,CD,AUTO ACCIDENT,P172931172,100 N CALVERT ST,39.290839,-76.61253,2017-10-20
661324,3574021,2945155,Low,NE,HIT AND RUN,P172931754,1200 BEAUMONT AV,39.350815999999995,-76.598326,2017-10-20
661355,3574052,2963719,Low,NE,HIT AND RUN,P173001025,3500 KENTUCKY AV,39.319066,-76.566457,2017-10-27
661361,3574058,2946122,Low,ED,AUTO ACCIDENT,P172932830,3800 PULASKI HY,39.296627,-76.565627,2017-10-20
661410,3574107,2966724,Low,WD,HIT AND RUN,P173011165,1800 RIGGS AV,39.300883,-76.646455,2017-10-28
661413,3574110,2977081,Low,SW,AUTO ACCIDENT,P173051120,500 N HILTON ST,39.293384,-76.67268100000001,2017-11-01
661450,3574147,2961107,Low,SW,HIT AND RUN,P172991145,1900 ASHBURTON ST,39.309799,-76.662279,2017-10-26
661451,3574148,2948965,Low,NE,HIT AND RUN,P172942745,1900 E BELVEDERE AV,39.356722,-76.579892,2017-10-21
661475,3574172,2970345,Low,SD,AUTO ACCIDENT,P173022222,3000 LORENA AV,39.256256,-76.652939,2017-10-29
661477,3574174,2961850,Low,ED,AUTO ACCIDENT,P172992012,500 BLK N COLLINGTON AV,39.29691,-76.586535,2017-10-26
661485,3574182,2966171,Low,SD,AUTO ACCIDENT,P173010546,3400 BLK 6TH ST,39.240431,-76.600216,2017-10-28
661489,3574186,2970367,Low,SW,AUTO ACCIDENT,P173022254,500 N ATHOL AV,39.290987,-76.689237,2017-10-29
661491,3574188,2977728,Low,CD,AUTO ACCIDENT,P173051849,100 MARKET PL,39.287924,-76.60686899999999,2017-11-01
661511,3574208,2945328,Low,NW,AUTO ACCIDENT,P172931951,3300 BLK W NORTHERN PY,39.348262,-76.677144,2017-10-20
661560,3574257,2980556,Low,NW,HIT AND RUN,P173061977,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-11-02
661602,3574299,2963292,Low,NW,AUTO ACCIDENT,P173000521,6100 BLK PARK HEIGHTS AV,39.357044,-76.690758,2017-10-27
661612,3574310,2958680,Low,SD,AUTO ACCIDENT,P172981680,1300 S MONROE ST,39.274347,-76.640861,2017-10-25
661624,3574322,2948446,Low,NE,AUTO ACCIDENT,P172942146,3400 MAYFIELD AV,39.320369,-76.569776,2017-10-21
661720,3574418,2975223,Low,SW,AUTO ACCIDENT,P173042134,800 BLK N WOODINGTON RD,39.296338,-76.68608,2017-10-31
661754,3574452,2964207,High,SD,AUTO ACC/INJURY,P173001604,300 S GILMOR ST,39.284298,-76.642134,2017-10-27
661810,3574508,2947427,High,NW,AUTO ACC/INJURY,P172941047,3300 W BELVEDERE AV,39.348262,-76.677144,2017-10-21
661813,3574511,2946384,Low,NE,HIT AND RUN,P172933113,2100 SINCLAIR LN,39.31427,-76.58876500000001,2017-10-20
661833,3574531,2960452,High,CD,AUTO ACC/INJURY,P172990380,1700 PENNSYLVANIA AV,39.304115,-76.635387,2017-10-26
661837,3574535,2947417,High,NW,AUTO ACC/INJURY,P172941038,3300 W BELVEDERE AV,39.348262,-76.677144,2017-10-21
661841,3574539,2970398,Low,NW,AUTO ACCIDENT,P173022294,3800 CLARKS LN,39.360351,-76.702348,2017-10-29
661846,3574544,2962511,Low,CD,HIT AND RUN,P172992768,600 E FAYETTE ST,39.29065,-76.607606,2017-10-26
661877,3574575,2947703,Low,WD,AUTO ACCIDENT,P172941346,1500 N FREMONT AV,39.305797,-76.638155,2017-10-21
661894,3574592,2966155,Low,SW,HIT AND RUN,P173010529,4100 POTTER ST,39.278172,-76.68324799999999,2017-10-28
661925,3574623,2966588,Low,SE,AUTO ACCIDENT,P173011016,3900 BLK GOUGH ST,39.288726000000004,-76.564611,2017-10-28
661929,3574627,2979209,Low,NE,AUTO ACCIDENT,P173060416,4000 WHITE AV,39.345788,-76.545686,2017-11-02
661959,3574657,2963566,Low,NE,HIT AND RUN,P173000859,3500 KENTUCKY AV,39.319066,-76.566457,2017-10-27
661967,3574665,2945882,High,CD,AUTO ACC/INJURY,P172932561,1200 PENNSYLVANIA AV,39.299921999999995,-76.630205,2017-10-20
661979,3574677,2954579,Low,NW,AUTO ACCIDENT,P172970360,3900 GLENGYLE AV,39.364252,-76.709733,2017-10-24
662018,3574716,2947690,Low,SW,HIT AND RUN,P172941329,1000 HILTON PY,39.251037,-76.74458800000001,2017-10-21
662020,3574718,2969195,Low,NE,AUTO ACCIDENT,P173020955,5600 TODD AV,39.335339000000005,-76.539201,2017-10-29
662090,3574788,3171407,Low,SD,AUTO ACCIDENT,P180200991,2400 S PACA ST,39.264032,-76.643929,2018-01-20
662105,3574804,3186550,Low,ND,AUTO ACCIDENT,P180252700,700 BLK W COLD SPRING LN,39.344384000000005,-76.63301899999999,2018-01-25
662124,3574823,2993196,Low,SW,HIT AND RUN,P173111158,3400 CLIFTON AV,39.310989,-76.674237,2017-11-07
662225,3574925,2987392,Low,SE,HIT AND RUN,P173090179,1000 S HIGHLAND AV,39.281227,-76.568668,2017-11-05
662256,3574957,2982693,High,CD,AUTO ACC/INJURY,P173071209,100 W SARATOGA ST,39.293,-76.61672800000001,2017-11-03
662289,3574991,3002648,High,CD,AUTO ACC/INJURY,P173150075,1100 BLK PENNSYLVANIA AV,39.29892,-76.62898299999999,2017-11-11
662379,3575081,2993219,Low,SE,AUTO ACCIDENT,P173111186,500 S CONKLING ST,39.286602,-76.567148,2017-11-07
662390,3575092,2982586,Low,SE,HIT AND RUN,P173071092,3600 BOSTON ST,39.277229,-76.56612,2017-11-03
662404,3575106,2993237,Low,CD,AUTO ACCIDENT,P173111203,200 E LEXINGTON ST,39.291209,-76.612173,2017-11-07
662411,3575113,2993248,Low,SW,AUTO ACCIDENT,P173111214,3700 SOUTHWESTERN BL,39.27032,-76.681627,2017-11-07
662415,3575117,2979767,High,NW,AUTO ACC/INJURY,P173061067,3600 PARK HEIGHTS AV,39.32959,-76.659092,2017-11-02
662435,3575137,2997644,Low,WD,HIT AND RUN,P173130565,1500 EDMONDSON AV,39.29533,-76.64193900000001,2017-11-09
662469,3575171,2990711,Low,NE,HIT AND RUN,P173101341,5500 FAIR OAKS AV,39.356286,-76.565958,2017-11-06
662474,3575176,2986890,Low,CD,AUTO ACCIDENT,P173082649,100 N LIBERTY ST,39.290793,-76.617532,2017-11-04
662498,3575200,2981818,Low,SD,AUTO ACCIDENT,P173070173,1800 BLK W PRATT ST,39.285184,-76.64531,2017-11-03
662512,3575214,2991715,Low,ND,AUTO ACCIDENT,P173102482,2300 MARYLAND AV,39.315758,-76.618212,2017-11-06
662560,3575262,2992683,Low,SE,AUTO ACCIDENT,P173110552,2400 BOSTON ST,39.28199,-76.582629,2017-11-07
662568,3575270,2977073,Low,ND,AUTO ACCIDENT,P173051108,2000 GREENBERRY RD,39.35982,-76.656409,2017-11-01
662569,3575271,2982084,Low,SD,HIT AND RUN,P173070489,1400 CARROLL ST,39.278715000000005,-76.63565200000001,2017-11-03
662576,3575278,2991793,Low,SW,AUTO ACCIDENT,P173102574,2000 DENISON ST,39.310171999999994,-76.674201,2017-11-06
662579,3575281,2974139,Low,CD,AUTO ACCIDENT,P173040894,1000 PARK AV,39.303349,-76.618409,2017-10-31
662640,3575342,2999197,Low,ED,AUTO ACCIDENT,P173132343,900 BLK N CAROLINE ST,39.300686999999996,-76.59774499999999,2017-11-09
662695,3575397,2983633,Low,SE,AUTO ACCIDENT,P173072316,3700 EASTERN AV,39.286623,-76.566345,2017-11-03
662704,3575406,2986543,Low,ED,AUTO ACCIDENT,P173082276,1700 NORMAL AV,39.315539,-76.59389499999999,2017-11-04
662723,3575425,3007253,Low,ED,AUTO ACCIDENT,P173170362,900 N LAKEWOOD AV,39.301396000000004,-76.579613,2017-11-13
662729,3575431,2986793,Low,NW,AUTO ACCIDENT,P173082543,6700 BLK REISTERSTOWN RD,39.358228999999994,-76.70524300000001,2017-11-04
662754,3575456,2991752,Low,WD,HIT AND RUN,P173102529,600 N FRANKLINTOWN RD,39.295113,-76.664191,2017-11-06
662755,3575457,2987176,Low,CD,AUTO ACCIDENT,P173082981,SB I 100 S AT ST PAUL ST,39.290647,-76.613954,2017-11-04
662766,3575468,2973121,Low,NE,HIT AND RUN,P173032677,5700 SEFTON AV,39.351357,-76.55448299999999,2017-10-30
662769,3575471,2992818,Low,SE,AUTO ACCIDENT,P173110711,400 BLK S HIGHLAND AV,39.287421,-76.569074,2017-11-07
662789,3575491,2986830,Low,NW,AUTO ACCIDENT,P173082584,6700 BLK REISTERSTOWN RD,39.358228999999994,-76.70524300000001,2017-11-04
662824,3575526,2985813,Low,CD,AUTO ACCIDENT,P173081454,NB I 100 N/E FAYETTE ST,39.290478,-76.6104,2017-11-04
662884,3575586,2993756,Low,NE,AUTO ACCIDENT,P173111796,1400 E COLD SPRING LN,39.345725,-76.594197,2017-11-07
662912,3575628,3033075,Low,SW,AUTO ACCIDENT,P173270714,4000 EDMONDSON AV,39.29381,-76.682783,2017-11-23
662928,3575644,3017738,Low,SW,AUTO ACCIDENT,P173210541,400 LYNDHURST ST,39.291821999999996,-76.68044599999999,2017-11-17
662949,3575665,3003395,Low,SE,AUTO ACCIDENT,P173150949,1400 FLEET ST,39.284348,-76.597827,2017-11-11
663008,3575724,3009285,Low,SW,AUTO ACCIDENT,P173172700,3300 BENSON AV,39.267876,-76.67076,2017-11-13
663028,3575744,2996308,Low,SE,AUTO ACCIDENT,P173121944,2400 BLK ORLEANS ST,39.295603,-76.583058,2017-11-08
663098,3575814,3015959,Low,NE,HIT AND RUN,P173201495,3200 MORAVIA RD,39.340305,-76.567463,2017-11-16
663113,3575829,3008512,Low,SD,AUTO ACCIDENT,P173171831,2000 WILKENS AV,39.281684999999996,-76.64795,2017-11-13
663116,3575832,3009387,Low,SW,AUTO ACCIDENT,P173172825,3300 BENSON AV,39.267876,-76.67076,2017-11-13
663159,3575875,3030450,Low,CD,HIT AND RUN,P173260708,400 N CALVERT ST,39.233635,-76.60722,2017-11-22
663167,3575883,3015614,Low,NW,HIT AND RUN,P173201085,5200 PARK HEIGHTS AV,39.349203,-76.67639100000001,2017-11-16
663201,3575917,3030244,High,NW,AUTO ACC/INJURY,P173260461,4400 REISTERSTOWN RD,39.339327000000004,-76.668272,2017-11-22
663215,3575931,3009830,Low,WD,HIT AND RUN,P173180394,1600 W LEXINGTON ST,39.290690999999995,-76.64250600000001,2017-11-14
663225,3575941,3004613,Low,ND,HIT AND RUN,P173152306,300 W 29TH ST,39.32206,-76.622399,2017-11-11
663234,3575950,3007349,Low,SD,HIT AND RUN,P173170490,2600 W PATAPSCO AV,39.253129,-76.65293100000001,2017-11-13
663245,3575961,3016141,Low,CD,AUTO ACCIDENT,P173201695,400 E BALTIMORE ST,39.289722999999995,-76.610146,2017-11-16
663255,3575971,3020651,High,NW,AUTO ACC/INJURY,P173220609,3100 REISTERSTOWN RD,39.322759999999995,-76.65578599999999,2017-11-18
663304,3576020,3016395,Low,SD,HIT AND RUN,P173201982,800 BETHUNE RD,39.245166,-76.62089499999999,2017-11-16
663341,3576057,3025741,Low,SE,HIT AND RUN,P173241087,1600 DUNDALK AV,39.275344,-76.53251800000001,2017-11-20
663390,3576106,3015750,Low,ED,AUTO ACCIDENT,P173201252,4300 PULASKI HY,39.297591,-76.561109,2017-11-16
663426,3576142,3023480,High,ED,AUTO ACC/INJURY,P173231030,1800 BLK ORLEANS ST,39.295291999999996,-76.591603,2017-11-19
663437,3576153,2996253,High,CD,AUTO ACC/INJURY,P173121855,900 N CALVERT ST,39.299749,-76.613033,2017-11-08
663455,3576171,3016166,Low,SE,AUTO ACCIDENT,P173201716,6300 EASTERN AV,39.287698,-76.54061899999999,2017-11-16
663481,3576197,3015873,Low,NW,HIT AND RUN,P173201393,5200 PARK HEIGHTS AV,39.349203,-76.67639100000001,2017-11-16
663490,3576206,3015210,High,WD,AUTO ACC/INJURY,P173200619,300 N PULASKI ST,39.292023,-76.650284,2017-11-16
663500,3576216,3035680,Low,SD,AUTO ACCIDENT,P173281552,1600 BLK HAZEL ST,39.226037,-76.58839499999999,2017-11-24
663531,3576247,3015268,Low,ND,AUTO ACCIDENT,P173200687,5400 BLK YORK RD,39.356169,-76.60990100000001,2017-11-16
663532,3576248,3007498,Low,NW,AUTO ACCIDENT,P173170672,3300 GWYNNS FALLS PY,39.314384000000004,-76.672843,2017-11-13
663536,3576252,3000272,Low,ED,AUTO ACCIDENT,P173140435,900 N KENWOOD AV,39.301462,-76.57820699999999,2017-11-10
663539,3576255,3030699,High,ED,AUTO ACC/INJURY,P173260994,2200 BLK E MONUMENT ST,39.298685,-76.586474,2017-11-22
663581,3576297,2997614,Low,CD,AUTO ACCIDENT,P173130528,500 BLK W FRANKLIN ST,39.294814,-76.623029,2017-11-09
663608,3576324,2997660,Low,NW,HIT AND RUN,P173130588,6800 REISTERSTOWN RD,39.359581,-76.70699,2017-11-09
663615,3576331,3018643,Low,SE,AUTO ACCIDENT,P173211603,6300 BROWN AV,39.273832,-76.537716,2017-11-17
663626,3576342,3015097,Low,NE,HIT AND RUN,P173200480,5600 TODD AV,39.335339000000005,-76.539201,2017-11-16
663666,3576382,3003971,Low,CD,HIT AND RUN,P173151557,200 N EUTAW ST,39.292121,-76.621112,2017-11-11
663667,3576383,3011133,High,SW,AUTO ACC/INJURY,P173181893,600 S BEECHFIELD AV,39.273612,-76.693349,2017-11-14
663676,3576392,3006126,Low,NE,HIT AND RUN,P173161425,4100 HILLEN RD,39.340216,-76.587908,2017-11-12
663681,3576397,3035108,Low,WD,HIT AND RUN,P173280935,1600 BRUCE CT,39.306668,-76.645656,2017-11-24
663699,3576415,3044323,Low,NW,AUTO ACCIDENT,P173320879,2600 GWYNNS FALLS PY,39.315596,-76.659235,2017-11-28
663700,3576416,3059981,Low,CD,HIT AND RUN,P173381726,300 W SARATOGA ST,39.29288,-76.61969599999999,2017-12-04
663705,3576421,3031821,High,SW,AUTO ACC/INJURY,P173262276,300 DENISON ST,39.290771,-76.674527,2017-11-22
663708,3576424,3043211,Low,SD,AUTO ACCIDENT,P173312587,800 W PRATT ST,39.285931,-76.629317,2017-11-27
663773,3576489,3040033,High,NE,AUTO ACC/INJURY,P173301445,5500 PERRING PY,39.35475,-76.57603399999999,2017-11-26
663793,3576509,3033284,Low,NW,AUTO ACCIDENT,P173270940,3800 DORCHESTER RD,39.328811,-76.680297,2017-11-23
663800,3576516,3036381,Low,NE,AUTO ACCIDENT,P173282324,5400 FRANKFORD AV,39.323481,-76.540708,2017-11-24
663818,3576534,3039016,High,ND,AUTO ACC/INJURY,P173300320,3000 W NORTHERN PY,39.35585,-76.677454,2017-11-26
663824,3576540,3046615,High,ED,AUTO ACC/INJURY,P173330514,2200 GARRETT AV,39.31508,-76.602681,2017-11-29
663835,3576551,3057186,Low,SW,HIT AND RUN,P173371117,2500 FREDERICK AV,39.283335,-76.655982,2017-12-03
663838,3576554,3042318,Low,SW,HIT AND RUN,P173311603,1200 N DUKELAND ST,39.301832,-76.663576,2017-11-27
663843,3576559,3059755,High,ND,AUTO ACC/INJURY,P173381457,W NORTHERN PY/SB I 100 S,39.287869,-76.610827,2017-12-04
663847,3576563,3027770,Low,SD,HIT AND RUN,P173250600,800 CHESAPEAKE AV,39.239098999999996,-76.595276,2017-11-21
663898,3576614,3039807,Low,NE,HIT AND RUN,P173301202,1400 LOCHNER RD,39.358422999999995,-76.590839,2017-11-26
663903,3576619,3036093,Low,ND,HIT AND RUN,P173282012,1200 WOODBOURNE AV,39.354074,-76.59787800000001,2017-11-24
663984,3576700,3033230,Low,NE,AUTO ACCIDENT,P173270882,4000 BLK SINCLAIR LN,39.316063,-76.557852,2017-11-23
663989,3576705,3047798,Low,ND,AUTO ACCIDENT,P173331856,3300 GREENMOUNT AV,39.328593,-76.609429,2017-11-29
663993,3576709,3030691,Low,SW,AUTO ACCIDENT,P173260983,2800 WILKENS AV,39.276703999999995,-76.662571,2017-11-22
664001,3576717,3059994,Low,ND,AUTO ACCIDENT,P173381737,4100 ROLAND AV,39.338606,-76.633422,2017-12-04
664058,3576774,3033403,Low,NE,AUTO ACCIDENT,P173271074,1200 FRAILEY WY,39.30727,-76.55096400000001,2017-11-23
664100,3576816,3045883,High,WD,AUTO ACC/INJURY,P173322611,2400 WINCHESTER ST,39.301589,-76.656323,2017-11-28
664101,3576817,3052641,Low,CD,AUTO ACCIDENT,P173351812,1500 PENNSYLVANIA AV,39.301922,-76.632707,2017-12-01
664104,3576820,3056513,Low,ND,AUTO ACCIDENT,P173370351,100 W 22ND ST,39.314161,-76.618686,2017-12-03
664108,3576824,3048334,Low,NW,AUTO ACCIDENT,P173332461,6600 VINCENT LN,39.354581,-76.707911,2017-11-29
664117,3576833,3033353,Low,ND,AUTO ACCIDENT,P173271017,2300 N CHARLES ST,39.315422,-76.616824,2017-11-23
664123,3576839,3040682,Low,WD,HIT AND RUN,P173302157,1400 N FULTON AV,39.304322,-76.646185,2017-11-26
664176,3576892,3045296,High,ED,AUTO ACC/INJURY,P173321964,1900 BLK ORLEANS ST,39.295293,-76.590369,2017-11-28
664211,3576927,3053764,Low,ND,AUTO ACCIDENT,P173360051,800 SHERIDAN AV,39.353777,-76.604336,2017-12-02
664226,3576942,3060229,Low,SE,AUTO ACCIDENT,P173382013,1600 JOPLIN ST,39.274738,-76.537347,2017-12-04
664235,3576951,3041787,Low,ED,HIT AND RUN,P173311013,2400 E MONUMENT ST,39.298801,-76.583501,2017-11-27
664282,3576998,3045027,Low,SE,AUTO ACCIDENT,P173321660,6500 HOLABIRD AV,39.272387,-76.535551,2017-11-28
664285,3577001,3033636,Low,NW,AUTO ACCIDENT,P173271334,2600 LIBERTY HEIGHTS AV,39.320398,-76.65886400000001,2017-11-23
