,Unnamed: 0,recordId,priority,district,description,callNumber,incidentLocation,Latitude,Longitude,date
433184,2027688,3398451,Medium,SW,NARCOTICSOutside,P181101023,4800 FREDERICK AV,39.281384,-76.694816,2018-04-20
171543,884173,2464440,Medium,ED,NARCOTICSOutside,P171251744,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-05-05
623341,3394308,3155394,Medium,SE,NARCOTICS INSIDE,P180132775,200 S BROADWAY,39.289063,-76.593795,2018-01-13
183985,916720,3171975,Medium,SE,NARCOTICSOutside,P180201597,500 N KENWOOD AV,39.297234,-76.577936,2018-01-20
180800,912358,2717750,Medium,NW,NARCOTICSOutside,P172111161,3300 SPAULDING AV,39.347122,-76.676677,2017-07-30
298559,1686234,3219417,Medium,SE,NARCOTICSOutside,P180381895,6600 HOLABIRD AV,39.272449,-76.53367,2018-02-07
32682,144805,2964191,Medium,ND,NARCOTICSOutside,P173001596,3700 GREENMOUNT AV,39.334221,-76.60948499999999,2017-10-27
620509,3391467,3069756,Medium,ND,NARCOTICSOutside,P173421086,2800 BLK W GARRISON AV,39.349686,-76.66587,2017-12-08
488335,2887167,2608068,Medium,NW,NARCOTICSOutside,P171732955,5400 NARCISSUS AV,39.349014000000004,-76.684362,2017-06-22
86147,436494,2571155,Medium,SE,NARCOTICS INSIDE,P171612195,1100 DUNDALK AV,39.281484999999996,-76.535515,2017-06-10
76611,366362,2912769,Medium,ND,NARCOTICS INSIDE,P172811606,2800 VIRGINIA AV,39.234758,-76.641513,2017-10-08
675872,3653832,2726403,Medium,NW,NARCOTICSOutside,P172141285,4100 BLK PATTERSON AV,39.355006,-76.703727,2017-08-02
679151,3657141,2850809,Medium,NW,NARCOTICSOutside,P172591157,5300 DENMORE AV,39.349209,-76.679884,2017-09-16
158402,793547,2504977,Medium,SD,NARCOTICSOutside,P171392145,3600 4TH ST,39.237269,-76.60539,2017-05-19
416716,1981787,3373761,Medium,WD,NARCOTICS INSIDE,P181010966,1300 LAURENS ST,39.303360999999995,-76.639074,2018-04-11
171935,885357,2472266,Medium,ED,NARCOTICSOutside,P171281356,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-05-08
605035,3375927,2658600,Medium,ND,NARCOTICSOutside,P171902710,1100 GORSUCH AV,39.325607,-76.602367,2017-07-09
452007,2086557,3421736,Medium,SW,NARCOTICSOutside,P181181721,500 N EDGEWOOD ST,39.29272,-76.67546999999999,2018-04-28
186369,1433325,2531284,Medium,CD,NARCOTICSOutside,P171481010,400 W SARATOGA ST,39.292805,-76.621493,2017-05-28
320454,1737478,3247341,Medium,NW,NARCOTICSOutside,P180501335,5400 CRISMER AV,39.346336,-76.689718,2018-02-19
693950,3734118,2639402,Medium,WD,NARCOTICSOutside,P171841480,2300 BLK MOSHER ST,39.299527000000005,-76.65401999999999,2017-07-03
163509,800351,2939099,Medium,ED,NARCOTICSOutside,P172911019,2300 E PRESTON ST,39.305709,-76.585103,2017-10-18
168859,838232,3090051,Medium,WD,NARCOTICSOutside,P173510789,1100 RIGGS AV,39.301153,-76.636377,2017-12-17
504085,2902990,3123709,Medium,SW,NARCOTICS INSIDE,P173652081,1300 POPLAR GROVE ST,39.302261,-76.665359,2017-12-31
296576,1681529,3217075,Medium,ND,NARCOTICS INSIDE,P180372201,3200 GREENMOUNT AV,39.327394,-76.60941899999999,2018-02-06
322752,1763427,3261527,Medium,WD,NARCOTICS INSIDE,P180552549,800 W BALTIMORE ST,39.288955,-76.629097,2018-02-24
419527,1989289,3376865,Medium,SW,NARCOTICSOutside,P181021353,2100 BLK EAGLE ST,39.280356,-76.649107,2018-04-12
605211,3376104,2652778,Medium,WD,NARCOTICSOutside,P171882577,1700 W FAYETTE ST,39.289533,-76.643855,2017-07-07
417439,1983715,3374764,Medium,WD,NARCOTICS INSIDE,P181012097,2000 WESTWOOD AV,39.308657000000004,-76.650301,2018-04-11
428684,2015152,3391915,Medium,SE,NARCOTICSOutside,P181072700,2400 BLK JEFFERSON ST,39.296677,-76.583426,2018-04-17
115438,595676,2727451,Medium,SW,NARCOTICSOutside,P172142439,2700 WILKENS AV,39.27802,-76.658845,2017-08-02
68492,355319,2672196,Medium,CD,NARCOTICSOutside,P171951857,100 N HOWARD ST,39.290597,-76.619519,2017-07-14
521452,2989047,2967535,Medium,CD,NARCOTICSOutside,P173012089,600 LAURENS ST,39.3043,-76.63559599999999,2017-10-28
504747,2903655,3161129,Medium,WD,NARCOTICSOutside,P180161311,1700 BLK N BRUCE ST,39.308417,-76.64568100000001,2018-01-16
375395,1875046,3340168,Medium,NE,NARCOTICSOutside,P180881608,4600 MARBLE HALL RD,39.346716,-76.596949,2018-03-29
296049,1680245,3217156,Medium,WD,NARCOTICS INSIDE,P180372309,2400 PENNSYLVANIA AV,39.309471,-76.641835,2018-02-06
448590,2079246,3415757,Medium,ND,NARCOTICSOutside,P181162072,3200 BLK GREENMOUNT AV,39.327394,-76.60941899999999,2018-04-26
621216,3392176,3076891,Medium,SW,NARCOTICS INSIDE,P173451795,3600 EDMONDSON AV,39.293991999999996,-76.677551,2017-12-11
435842,2036773,3401964,Medium,SD,NARCOTICSOutside,P181111581,400 S GILMOR ST,39.282922,-76.642054,2018-04-21
119879,601405,2859984,Medium,NW,NARCOTICS INSIDE,P172622449,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-09-19
8876,49992,2830754,Medium,NW,NARCOTICSOutside,P172520068,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-09-09
711544,3787234,2586464,Medium,SD,NARCOTICSOutside,P171662648,1800 WILKENS AV,39.282651,-76.645034,2017-06-15
129855,695480,2472807,Medium,CD,NARCOTICSOutside,P171281984,2000 BLK MT ROYAL TE,39.311986,-76.626488,2017-05-08
7466,48165,2756680,Medium,SD,NARCOTICSOutside,P172250606,1800 W LOMBARD ST,39.286226,-76.645077,2017-08-13
372595,1868270,3318085,Medium,NE,NARCOTICSOutside,P180781847,5600 BLK PURDUE AV,39.356618,-76.593532,2018-03-19
473766,2803062,2814775,Medium,SD,NARCOTICSOutside,P172452581,300 S FULTON AV,39.284207,-76.64496,2017-09-02
412956,1971533,3388403,Medium,SD,NARCOTICSOutside,P181061599,2500 TERRA FIRMA RD,39.251183000000005,-76.624618,2018-04-16
320858,1745235,3243433,Medium,ED,NARCOTICS INSIDE,P180481926,2500 E BIDDLE ST,39.304738,-76.5825,2018-02-17
391075,1915939,3343489,Medium,ED,NARCOTICSOutside,P180891979,2300 E MONUMENT ST,39.298751,-76.58486500000001,2018-03-30
142310,711503,2917817,Medium,SW,NARCOTICSOutside,P172831326,2700 WILKENS AV,39.27802,-76.658845,2017-10-10
245049,1532013,2956358,Medium,NW,NARCOTICS INSIDE,P172972362,4700 LIBERTY HEIGHTS AV,39.331412,-76.695828,2017-10-24
33530,145905,2980218,Medium,ND,NARCOTICSOutside,P173061583,900 W 36TH ST,39.331138,-76.63165,2017-11-02
127466,611312,3187954,Medium,SE,NARCOTICS INSIDE,P180261096,100 S PRESIDENT ST,39.28877,-76.605303,2018-01-26
172839,886797,2503816,Medium,SD,NARCOTICSOutside,P171390823,1000 W LOMBARD ST,39.286752,-76.633785,2017-05-19
724458,3827418,3165420,Medium,NW,NARCOTICSOutside,P180180501,5300 CORDELIA AV,39.347132,-76.68310699999999,2018-01-18
327938,1770686,3255903,Medium,SW,NARCOTICS INSIDE,P180531913,2100 GARRISON BL,39.311513,-76.675165,2018-02-22
411135,1967072,3368612,Medium,WD,NARCOTICSOutside,P180990941,1900 N BENTALOU ST,39.309995,-76.654099,2018-04-09
118698,599889,2821050,Medium,CD,NARCOTICSOutside,P172481200,1700 BLK DRUID HILL AV,39.30523,-76.632611,2017-09-05
731288,3834313,2715441,Medium,SD,NARCOTICSOutside,P172101681,1200 W OSTEND ST,39.280925,-76.63294,2017-07-29
403565,1949149,3358839,Medium,WD,NARCOTICS INSIDE,P180951674,1800 BAKER ST,39.30662,-76.647281,2018-04-05
304651,1699885,3226978,Medium,WD,NARCOTICSOutside,P180420855,1500 BLK W FAIRMOUNT AV,39.288942,-76.64133100000001,2018-02-11
299776,1689146,3220806,Medium,SD,NARCOTICSOutside,P180391105,1300 SARGEANT ST,39.280739000000004,-76.636157,2018-02-08
578932,3273270,2612857,Medium,CD,NARCOTICSOutside,P171751481,1100 W NORTH AV,39.310368,-76.636163,2017-06-24
574242,3268563,2477469,Medium,SD,NARCOTICSOutside,P171300671,1100 W PRATT ST,39.285659,-76.635285,2017-05-10
97303,483480,2796814,Medium,CD,NARCOTICSOutside,P172391037,600 LAURENS ST,39.3043,-76.63559599999999,2017-08-27
717311,3804949,2660660,Medium,WD,NARCOTICSOutside,P171912231,2300 BLK MOSHER ST,39.299527000000005,-76.65401999999999,2017-07-10
713791,3789505,2928242,Medium,SW,NARCOTICSOutside,P172870692,2500 WASHINGTON BL,39.266754999999996,-76.652316,2017-10-14
145645,715846,3048224,Medium,SW,NARCOTICS INSIDE,P173332327,3300 WINTERBOURNE RD,39.307109999999994,-76.672208,2017-11-29
388849,1909888,3340544,Medium,NE,NARCOTICSOutside,P180882042,2600 POLK ST,39.319864,-76.595345,2018-03-29
675153,3653106,2724305,Medium,WD,NARCOTICSOutside,P172132283,1600 BLK N GILMOR ST,39.306875,-76.643401,2017-08-01
599963,3370834,2488979,Medium,WD,NARCOTICSOutside,P171341265,2800 WOODBROOK AV,39.314118,-76.64584599999999,2017-05-14
543266,3090466,2937661,Medium,SW,NARCOTICS INSIDE,P172902231,3700 EDMONDSON AV,39.293957,-76.678525,2017-10-17
482253,2811608,3128848,Medium,WD,NARCOTICSOutside,P180030625,900 N MONROE ST,39.299101,-76.647544,2018-01-03
135742,703034,2706736,Medium,ED,NARCOTICSOutside,P172071933,1800 BLK N MONTFORD AV,39.3114,-76.584484,2017-07-26
109666,588049,2461850,Medium,WD,NARCOTICSOutside,P171242053,2000 N PULASKI ST,39.288222999999995,-76.650077,2017-05-04
71704,359382,2764646,Medium,SD,NARCOTICSOutside,P172280309,500 E PATAPSCO AV,39.236714,-76.60361400000001,2017-08-16
486119,2884925,2513560,Medium,SD,NARCOTICS INSIDE,P171421722,1800 W PRATT ST,39.285184,-76.64531,2017-05-22
579118,3273457,2615971,Medium,NW,NARCOTICS INSIDE,P171761711,REISTERSTOWN PLAZA,39.456413,-76.816576,2017-06-25
347031,1805257,3287119,Medium,SW,NARCOTICSOutside,P180660471,600 BLK S SMALLWOOD ST,39.280366,-76.650315,2018-03-07
401972,1945363,3356887,Medium,SD,NARCOTICSOutside,P180942581,3700 BLK ST VICTOR ST,39.23341,-76.597137,2018-04-04
578097,3272431,2607674,Medium,ED,NARCOTICSOutside,P171732508,2500-2525 E PRESTON ST,39.305814,-76.582555,2017-06-22
110611,589408,2505503,Medium,WD,NARCOTICSOutside,P171392738,2500 LAURETTA AV,39.294041,-76.65623000000001,2017-05-19
327304,1769859,3284917,Medium,NW,NARCOTICSOutside,P180650535,5300 BLK NELSON AV,39.347088,-76.684157,2018-03-06
419493,1989149,3386665,Medium,NE,NARCOTICS INSIDE,P181052139,3400 BELAIR RD,39.322408,-76.572563,2018-04-15
242564,1528755,2936578,Medium,ND,NARCOTICSOutside,P172900992,1100 BLK MONTPELIER ST,39.324341,-76.603153,2017-10-17
444448,2064873,3413129,Medium,ND,NARCOTICSOutside,P181152237,3200 BLK GREENMOUNT AV,39.327394,-76.60941899999999,2018-04-25
232651,1515813,2842290,Medium,SD,NARCOTICS INSIDE,P172561020,4100-BLK MORRISON CT,39.228363,-76.588022,2017-09-13
376776,1878065,3323062,Medium,SW,NARCOTICS INSIDE,P180802117,2500 WASHINGTON BL,39.266797,-76.65227,2018-03-21
242745,1528980,2936950,Medium,SE,NARCOTICSOutside,P172901422,400 N CURLEY ST,39.296227,-76.575753,2017-10-17
157118,763672,2876355,Medium,WD,NARCOTICSOutside,P172682009,1500 BLK TRACTION ST,39.311005,-76.642471,2017-09-25
414300,1975180,3371271,Medium,CD,NARCOTICSOutside,P180841448,1500 PENNSYLVANIA AV,39.301922,-76.632707,2018-04-10
53537,246074,2966586,Medium,SW,NARCOTICSOutside,P173011004,2500 WASHINGTON BL,39.266754999999996,-76.652316,2017-10-28
659823,3572515,2906271,Medium,ED,NARCOTICSOutside,P172791028,2400 BLK E MADISON ST,39.299863,-76.583336,2017-10-06
586277,3280666,2842562,Medium,NW,NARCOTICS INSIDE,P172561345,4400 PARK HEIGHTS AV,39.340407,-76.66703299999999,2017-09-13
329532,1772707,3252176,Medium,NE,NARCOTICSOutside,P180521014,5000 SINCLAIR LN,39.322384,-76.545701,2018-02-21
624034,3395003,3171237,Medium,ND,NARCOTICSOutside,P180200829,500 TUNBRIDGE RD,39.356441,-76.609876,2018-01-20
681041,3659046,2918262,Medium,SE,NARCOTICSOutside,P172831845,2400 BLK MCELDERRY ST,39.297692,-76.583471,2017-10-10
302060,1694109,3223683,Medium,SD,NARCOTICS INSIDE,P180401646,2400 SEABURY RD,39.252572,-76.623236,2018-02-09
334342,1779352,3265474,Medium,WD,NARCOTICSOutside,P180571795,1600 BRUCE CT,39.306668,-76.645656,2018-02-26
548567,3095792,3107537,Medium,SW,NARCOTICSOutside,P173580911,4600 EDMONDSON AV,39.293406,-76.693881,2017-12-24
102737,490708,3013648,Medium,NW,NARCOTICSOutside,P173191850,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-11-15
544934,3092154,3008143,Medium,NW,NARCOTICS INSIDE,P173171426,3700 W BELVEDERE AV,39.346191999999995,-76.680386,2017-11-13
46193,236497,2727322,Medium,SW,NARCOTICSOutside,P172142277,2700 WILKENS AV,39.27802,-76.658845,2017-08-02
306021,1703017,3228634,Medium,SW,NARCOTICSOutside,P180430141,2700 WILKENS AV,39.278036,-76.658804,2018-02-12
174304,889058,2664174,Medium,WD,NARCOTICSOutside,P171923023,1600 MCKEAN AV,39.306993,-76.647155,2017-07-11
585129,3279513,2806150,Medium,SD,NARCOTICSOutside,P172422593,4100 BLK MORRISON CT,39.228363,-76.588022,2017-08-30
370517,1864895,3315579,Medium,SE,NARCOTICS INSIDE,P180771603,600 N GLOVER ST,39.298171,-76.580116,2018-03-18
652953,3565625,2671655,Medium,SW,NARCOTICSOutside,P171951248,2100 GARRISON BL,39.311513,-76.675165,2017-07-14
696771,3736948,2708523,Medium,SE,NARCOTICSOutside,P172080510,6200 BLK SHIPVIEW WY,39.276555,-76.541712,2017-07-27
158913,794387,2491731,Medium,ED,NARCOTICSOutside,P171351404,700 N LUZERNE AV,39.29923,-76.580899,2017-05-15
107057,496474,3174862,Medium,SW,NARCOTICSOutside,P180211745,3700 EDMONDSON AV,39.293957,-76.678525,2018-01-21
372221,1867229,3317640,Medium,SW,NARCOTICSOutside,P180781326,3800 BLK CRANSTON AV,39.296479,-76.6804,2018-03-19
338582,1792007,3280705,Medium,SW,NARCOTICSOutside,P180631039,600 BLK S SMALLWOOD ST,39.280366,-76.650315,2018-03-04
295811,1679710,3216152,Medium,SE,NARCOTICSOutside,P180371150,4300 E LOMBARD ST,39.291633000000004,-76.560743,2018-02-06
168337,837337,2944284,Medium,WD,NARCOTICSOutside,P172930754,2200 BRYANT AV,39.316303000000005,-76.649345,2017-10-20
664399,3577116,3028277,Medium,WD,NARCOTICSOutside,P173251190,2400 PENNSYLVANIA AV,39.309471,-76.641835,2017-11-21
409404,1964742,3360886,Medium,SW,NARCOTICSOutside,P180960900,2600 HAFER ST,39.28325,-76.657546,2018-04-06
16202,59606,3057696,Medium,NW,NARCOTICSOutside,P173371681,5500 PARK HEIGHTS AV,39.351915999999996,-76.683649,2017-12-03
476543,2805850,2900829,Medium,ED,NARCOTICSOutside,P172771403,700 N PATTERSON PARK AV,39.29874,-76.585114,2017-10-04
476257,2805563,2892480,Medium,CD,NARCOTICSOutside,P172740920,1100 W NORTH AV,39.310368,-76.636163,2017-10-01
432969,2027025,3398167,Medium,ED,NARCOTICSOutside,P181100694,2300 E MONUMENT ST,39.298751,-76.58486500000001,2018-04-20
327100,1769592,3283664,Medium,WD,NARCOTICS INSIDE,P180642039,1900 W LAFAYETTE AV,39.298725,-76.647836,2018-03-05
272533,1567814,3164159,Medium,CW,NARCOTICS INSIDE,P180171645,SOUTHEAST DISTRICT,39.128502000000005,-76.61637900000001,2018-01-17
696926,3737104,2732779,Medium,SW,NARCOTICSOutside,P172161815,500 S PULASKI ST,39.281157,-76.649117,2017-08-04
270513,1565121,3150024,Medium,NE,NARCOTICS INSIDE,P180113071,1900 ARGONNE DR,39.340443,-76.582779,2018-01-11
672712,3650658,2608065,Medium,SE,NARCOTICS INSIDE,P171732929,700 ALICEANNA ST,39.283111,-76.602,2017-06-22
308589,1708941,3233025,Medium,WD,NARCOTICSOutside,P180442275,2300 CALVERTON HEIGHTS AV,39.297672999999996,-76.65391899999999,2018-02-13
506520,2974015,2469444,Medium,CD,NARCOTICS INSIDE,P171270920,900-15 PENNSYLVANIA AV,39.296611,-76.62610600000001,2017-05-07
491228,2890071,2726055,Medium,NW,NARCOTICSOutside,P172140891,3700 BEEHLER AV,39.342632,-76.675146,2017-08-02
545559,3092779,3042597,Medium,NE,NARCOTICS INSIDE,P173311910,5300 FRANKFORD AV,39.324524,-76.54084,2017-11-27
14732,57665,3011529,Medium,SE,NARCOTICSOutside,P173182329,2600 JEFFERSON ST,39.296826,-76.58032,2017-11-14
477417,2806747,2966532,Medium,WD,NARCOTICSOutside,P173010951,1600 BLK VINCENT CT,39.307354,-76.643937,2017-10-28
173120,887217,2571880,Medium,NE,NARCOTICSOutside,P171612989,4100 BLK GRANITE AV,39.345419,-76.542507,2017-06-10
511697,2979250,2674585,Medium,ED,NARCOTICSOutside,P171961159,1100 N MONTFORD AV,39.303971999999995,-76.584026,2017-07-15
601028,3371905,2537320,Medium,WD,NARCOTICS INSIDE,P171501918,2700 W LAFAYETTE AV,39.298187,-76.661372,2017-05-30
617596,3388547,2963587,Medium,SD,NARCOTICSOutside,P173000878,3800 PENNINGTON AV,39.230534999999996,-76.58894000000001,2017-10-27
161983,798336,2785036,Medium,SE,NARCOTICSOutside,P172350750,3400 E BALTIMORE ST,39.292499,-76.569242,2017-08-23
577865,3272198,2564263,Medium,SD,NARCOTICSOutside,P171591683,2000 W PRATT ST,39.285032,-76.648652,2017-06-08
316942,1728544,3278390,Medium,WD,NARCOTICS INSIDE,P180621260,1900 BLK PENROSE AV,39.291227,-76.647571,2018-03-03
17012,60763,3088261,Medium,SE,NARCOTICSOutside,P173502192,3200 LEVERTON AV,39.291816,-76.570893,2017-12-16
443618,2062548,3412088,Medium,SD,NARCOTICSOutside,P181150988,1100 W PRATT ST,39.285659,-76.635285,2018-04-25
635072,3476172,2774396,Medium,NW,NARCOTICSOutside,P172311493,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-08-19
637691,3478798,2904112,Medium,CD,NARCOTICSOutside,P172781919,1800 PENNSYLVANIA AV,39.304429999999996,-76.635769,2017-10-05
609803,3380707,2791269,Medium,SE,NARCOTICS INSIDE,P172371139,3600 ESTHER PL,39.294340999999996,-76.567522,2017-08-25
435762,2036533,3401888,Medium,ED,NARCOTICSOutside,P181111490,1300 BLK ASHLAND AV,39.300256,-76.60005799999999,2018-04-21
61641,316762,2659899,Medium,NW,NARCOTICSOutside,P171911397,3900 DORCHESTER RD,39.329496,-76.683274,2017-07-10
71635,359295,2762971,Medium,NW,NARCOTICSOutside,P172271689,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-08-15
502540,2901438,3086819,Medium,SW,NARCOTICSOutside,P173491701,500 S PULASKI ST,39.281157,-76.649117,2017-12-15
257792,1548708,3054761,Medium,WD,NARCOTICS INSIDE,P173361173,2300 BRYANT AV,39.316798999999996,-76.648618,2017-12-02
144158,713926,2995124,Medium,SD,NARCOTICSOutside,P173120558,1500 BLK RAMSAY ST,39.283333,-76.640671,2017-11-08
236190,1520387,2875530,Medium,WD,NARCOTICSOutside,P172681074,2000 RIDGEHILL AV,39.311271999999995,-76.650424,2017-09-25
652939,3565611,2665041,Medium,NW,NARCOTICSOutside,P171930557,5300 CORDELIA AV,39.347132,-76.68310699999999,2017-07-12
596445,3290891,3179892,Medium,WD,NARCOTICSOutside,P180231829,1800 BLK W LEXINGTON ST,39.290564,-76.64583499999999,2018-01-23
697059,3737237,2721326,Medium,WD,NARCOTICSOutside,P172122173,200 N PAYSON ST,39.290621,-76.648822,2017-07-31
416995,1982444,3374082,Medium,WD,NARCOTICSOutside,P181011291,2400 WOODBROOK AV,39.310138,-76.64112,2018-04-11
624079,3395048,3169944,Medium,SW,NARCOTICS INSIDE,P180192691,2700 WILKENS AV,39.27802,-76.658845,2018-01-19
5514,45628,2664159,Medium,SD,NARCOTICSOutside,P171923007,400 S PAYSON ST,39.282792,-76.64836,2017-07-11
143165,712616,2959965,Medium,NW,NARCOTICSOutside,P172983134,3900 BLK DORCHESTER RD,39.329496,-76.683274,2017-10-25
88189,471258,2473062,Medium,SD,NARCOTICSOutside,P171282269,1600 HARDEN CT,39.271242,-76.613499,2017-05-08
502239,2901137,3086186,Medium,NW,NARCOTICSOutside,P173491004,3800 LIBERTY HEIGHTS AV,39.326425,-76.67905999999999,2017-12-15
445034,2066513,3413887,Medium,WD,NARCOTICSOutside,P181153075,1400 N MONROE ST,39.304287,-76.647828,2018-04-25
127217,610978,3136606,Medium,SW,NARCOTICS INSIDE,P180061093,4600 EDMONDSON AV,39.293406,-76.693881,2018-01-06
438219,2043849,3405011,Medium,WD,NARCOTICSOutside,P181121984,2300 PRESBURY ST,39.307593,-76.653974,2018-04-22
312023,1716678,3237357,Medium,WD,NARCOTICSOutside,P180461557,1600 PRESBURY ST,39.307974,-76.64397199999999,2018-02-15
638824,3479933,2917620,Medium,NE,NARCOTICSOutside,P172831111,4600 GLENARM AV,39.343732,-76.536233,2017-10-10
179270,910102,2536162,Medium,CD,NARCOTICSOutside,P171500561,1800 DRUID HILL AV,39.306008,-76.633577,2017-05-30
173734,888152,2628771,Medium,ED,NARCOTICSOutside,P171802834,2300 BLK E PRESTON ST,39.305709,-76.585103,2017-06-29
18871,63199,3149109,Medium,SD,NARCOTICSOutside,P180112046,2000 W PRATT ST,39.285032,-76.648652,2018-01-11
493596,2892444,2814701,Medium,WD,NARCOTICSOutside,P172452495,1400 N FULTON AV,39.304322,-76.646185,2017-09-02
430827,2021360,3394323,Medium,SW,NARCOTICSOutside,P181082484,400 BLK FURROW ST,39.282864000000004,-76.65187399999999,2018-04-18
564700,3182382,2897788,Medium,NW,NARCOTICSOutside,P172761137,5400 BLK NARCISSUS AV,39.349014000000004,-76.684362,2017-10-03
67333,353882,2603661,Medium,WD,NARCOTICSOutside,P171721483,2400 PENNSYLVANIA AV,39.309471,-76.641835,2017-06-21
609435,3380338,2771292,Medium,ED,NARCOTICSOutside,P172301270,500 E NORTH AV,39.311455,-76.609316,2017-08-18
421290,1994043,3378569,Medium,WD,NARCOTICSOutside,P181023235,900 N MONROE ST,39.299101,-76.647544,2018-04-12
21708,130455,2501753,Medium,NW,NARCOTICSOutside,P171382178,5300 BLK CORDELIA AV,39.347132,-76.68310699999999,2017-05-18
697906,3738086,2740693,Medium,NW,NARCOTICSOutside,P172191630,3700 LIBERTY HEIGHTS AV,39.325803,-76.676911,2017-08-07
550169,3097397,3170408,Medium,NW,NARCOTICS INSIDE,P180193191,2500 LIBERTY HEIGHTS AV,39.319437,-76.65589399999999,2018-01-19
38000,151669,3193866,Medium,ED,NARCOTICSOutside,P180281504,1600 E FEDERAL ST,39.308454,-76.596388,2018-01-28
94772,480087,2721310,Medium,SE,NARCOTICSOutside,P172122155,1400 E FAYETTE ST,39.29298,-76.598292,2017-07-31
320488,1738115,3252131,Medium,CD,NARCOTICSOutside,P180520944,300 PARK AV,39.292936,-76.618138,2018-02-21
168928,849647,2633903,Medium,WD,NARCOTICSOutside,P171821752,300 N CAREY ST,39.292384999999996,-76.638339,2017-07-01
299208,1687607,3220748,Medium,SE,NARCOTICSOutside,P180391045,2800 BLK JEFFERSON ST,39.296921999999995,-76.577464,2018-02-08
537944,3085124,2754082,Medium,SD,NARCOTICSOutside,P172240754,1800 W PRATT ST,39.285184,-76.64531,2017-08-12
414787,1976479,3371768,Medium,SW,NARCOTICS INSIDE,P181001755,2100 W PRATT ST,39.284965,-76.650033,2018-04-10
546556,3093778,3067799,Medium,NE,NARCOTICS INSIDE,P173411763,5900 RADECKE AV,39.330693,-76.532031,2017-12-07
