,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,2010 Census Wards Precincts,2010 Census Neighborhoods,Zip Codes,longitude,latitude
17878,LBD7,BWL,70.0,2017-05-01,2018-04-30,2017,1320.0,0273,Renewed,DENNIS J.,DANIELIZYK,SILKS,"ATLANTIC CAFE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2639-41 HUDSON STREET,21224,115.0,30.0,27935.0,39.282088, -76.578581
17883,LBHM,BWL,3.0,2017-05-01,2018-04-30,2017,7200.0,0189,Renewed,KEITH,CLAMPET,HILTON BALTIMORE,"HILTON MANAGEMENT, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",401 PRATT STREET WEST,21201,5.0,241.0,13642.0,39.286264, -76.620929
17891,LBD7,BWL,10.0,2017-05-01,2018-04-30,2017,1320.0,0206,Renewed,BRENDAN J.,FINNERTY,IDLE HOUR,"BRENDAL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",201 FORT AVENUE EAST,21230,170.0,212.0,27953.0,39.272788, -76.609896
17893,LB,BWL,5.0,2017-05-01,2018-04-30,2017,1520.0,0010,Renewed,LEONARD ,CLARKE ,STARLITE DINER,STARDINE LLC,Restaurant,7 days,"Beer, Wine, & Liquor",510 BELVEDERE EAST,21212,257.0,271.0,14009.0,39.364176, -76.608354
17898,WB,BW,3.0,2017-05-01,2018-04-30,2017,165.0,0056,Renewed,SHARON,PATTERSON,MEADOW MILL ATHLETIC CLUB,"MEADOW MILL ATHLETIC CLUB, INC.",Restaurant License,7 days,Beer & Light Wine,3600 CLIPPER MILL ROAD,21211,20.0,125.0,14006.0,39.330639, -76.641207
17900,LB,BWL,25.0,2017-05-01,2018-04-30,2017,2320.0,0033,Renewed,NARAYAN BAHADUR,THAPA,LUMBINI RESTAURANT,"NEHA, INC",Restaurant,7 days,"Beer, Wine, & Liquor",322 CHARLES STREET NORTH,21201,6.0,65.0,13642.0,39.29335, -76.615422
17913,LBD7,BWL,57.0,2017-05-01,2018-04-30,2017,1320.0,0256,Renewed,JAMES A,BRANDT,MIDWAY BAR,THE SPARKLE CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",421 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289776, -76.609354
17914,LB,BWL,92.0,2017-05-01,2018-04-30,2017,2070.0,0109,Renewed,PAULINE ,LOWENTHAL ,THE BRASS TAP,"BELLEROCK, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1205 MOUNT ROYAL AVENUE WEST,21217,95.0,151.0,27301.0,39.306613, -76.619646
17917,LB,BWL,30.0,2017-05-01,2018-04-30,2017,2500.0,0038,Renewed,CAREY J.,FAGAN,JAMES JOYCE IRISH BAR AND RESTAURANT,"JAMES JOYCE IRISH BAR AND RESTAURANT,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",616 PRESIDENT STREET,21202,109.0,121.0,13645.0,39.283693, -76.601974
17918,LBD7,BWL,40.0,2017-05-01,2018-04-30,2017,1320.0,0238,Renewed,MARIA,GIORGAKIS,WILEY GUNTERS,"3G, LLC",Tavern,7 days,"Beer, Wine, & Liquor",821-23 FORT AVENUE EAST,21230,169.0,212.0,27953.0,39.271927, -76.602141
17924,LB,BWL,23.0,2017-05-01,2018-04-30,2017,2500.0,0031,Renewed,ERNST,VALERY,THE CHESAPEAKE,"MILK & HONEY II, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1701-05 CHARLES STREET NORTH,21202,158.0,44.0,13642.0,39.308885, -76.616412
17930,LBD7,BWL,56.0,2017-05-01,2018-04-30,2017,1320.0,0255,Renewed,BRENT,FULLER,PIGTOWN TAVERN,"737 CARROLL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,168.0,250.0,27953.0,39.282172, -76.627116
17941,LBD7,BWL,30.0,2017-05-01,2018-04-30,2017,1320.0,0228,Renewed,KRISTEN B.,VOJIK BATES,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,114.0,30.0,27935.0,39.285213, -76.574303
17943,LBD7,BWL,102.0,2017-05-01,2018-04-30,2017,1320.0,0305,Renewed,RACHELE A.,SHEUBROOKS,SLIDERS BAR AND GRILL,"SLIDERS BAR AND GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",504-06 WASHINGTON BOULEVARD,21230,1.0,241.0,27953.0,39.28558, -76.622487
17945,LBD7,BWL,62.0,2017-05-01,2018-04-30,2017,1320.0,0261,Renewed,PHILIP,GELSO,NACHO MAMA'S,"PIZZA OLE, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2907-11 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280054, -76.575138
17947,LB,BWL,119.0,2017-05-01,2018-04-30,2017,1820.0,0136,Renewed,JOE ,EDWARDSON,JOE SQUARED PIZZA,"JOE SQUARED,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",33 NORTH AVE WEST,21201,158.0,44.0,13642.0,39.310973, -76.617748
17948,LB,BWL,12.0,2017-05-01,2018-04-30,2017,3000.0,0019,Renewed,FRANCIS E.,"COUGLE, JR.",HARD ROCK CAFE,"HARD ROCK CAFE INTERNATIONAL (STP), INC.",Restaurant,7 days,"Beer, Wine, & Liquor",601 PRATT STREET EAST,21202,6.0,121.0,13645.0,39.286765, -76.607217
17952,LB,BWL,72.0,2017-05-01,2018-04-30,2017,2000.0,0085,Renewed,JAMES C.,KRAMER,M & S GRILL,"MCCORMICK & SCHMICK MARYLAND LIQUOR, INC",Restaurant,7 days,"Beer, Wine, & Liquor", HARBORPLACE-201 E.PRATT ST,21202,3.0,121.0,13645.0,39.286611, -76.610968
17954,LBD7,BWL,73.0,2017-05-01,2018-04-30,2017,1320.0,0276,Renewed,THOMAS S.,LEONARD,PICKLES PUB,"PICKLES VENTURES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,1.0,241.0,27953.0,39.285446, -76.622688
17958,LB,BWL,50.0,2017-05-01,2018-04-30,2017,2000.0,0061,Renewed,JACOB,LEFENFELD,LA CUCHARA,"FIELD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3600 CLIPPER MILL ROAD,21211,20.0,125.0,14006.0,39.330639, -76.641207
17962,LB,BWL,42.0,2017-05-01,2018-04-30,2017,1320.0,0051,Renewed,WILSON E.,GUTIERREZ,MI COMALITO RESTAURANT,"MI COMALITO RESTAURANT, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2101 CHARLES STREET NORTH,21218,160.0,44.0,27307.0,39.31334, -76.616683
17964,LB,BWL,3.0,2017-05-01,2018-04-30,2017,1520.0,0008,Renewed,HAROLD BRUCE,DORSEY,METROPOLITAN COFFEEHOUSE & WINE BAR,"HBD, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",902 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.278878, -76.614494
17965,LB,BWL,148.0,2017-05-01,2018-04-30,2017,1320.0,0171,Renewed,JESSICA M.,NADEAU,JAVA MOON CAFE,"FABER, COE & GREGG OF FLORIDA, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1515 CHARLES STREET NORTH,21201,97.0,151.0,13645.0,39.306684, -76.616269
17967,LBD7,BWL,21.0,2017-05-01,2018-04-30,2017,1320.0,0218,Renewed,DANIEL F.,"PIROG, JR.",NOBLES BAR & GRILL,"PIROG & MARSHALL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1024 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.277379, -76.614409
17969,LB,BWL,59.0,2017-05-01,2018-04-30,2017,2820.0,0072,Renewed,BRIAN,HAYSBERT,FORUM,"FORUM CATERERS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",4210 PRIMROSE AVENUE,21215,59.0,208.0,27295.0,39.349108, -76.696468
17970,LB,BWL,10.0,2017-05-01,2018-04-30,2017,1320.0,0017,Renewed,VARATTAYA,WALES,MY THAI,BETHAI CO,Restaurant,7 days,"Beer, Wine, & Liquor",1300 BANK STREET,21231,109.0,57.0,27954.0,39.286373, -76.598704
17979,LB,BWL,41.0,2017-05-01,2018-04-30,2017,1800.0,0050,Renewed,MARY K.,CHIAPPARELLI,CHIAPPARELLI'S RESTAURANT,"CHIAPPARELLI'S, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",237 HIGH STREET SOUTH,21202,109.0,57.0,13645.0,39.286544, -76.601973
17987,LB,BWL,116.0,2017-05-01,2018-04-30,2017,2300.0,0133,Renewed,BERNARD,DIXON,FIVE MILE HOUSE,"CAPERS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",5302 REISTERSTOWN ROAD,21215,59.0,263.0,27295.0,39.345203, -76.686753
17990,LB,BWL,63.0,2017-05-01,2018-04-30,2017,2520.0,0076,Renewed,KRIST,SERCHAN,KUMARI RESTAURANT & BAR,"SAGUN ENTERPRISES, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",911 CHARLES STREET NORTH,21201,91.0,165.0,13645.0,39.300071, -76.615833
17992,LMZ,BWL,1.0,2017-05-01,2018-04-30,2017,500.0,0198,Renewed,LORI,FINKELSTEIN,MARYLAND ZOO AT BALTIMORE,"MARYLAND ZOOLOGICAL SOCIETY, INC.",Zoo License,every ,"Beer, Wine & Liquor",1876 MANSION HOUSE DRIVE,21217,21.0,69.0,14006.0,39.32323, -76.64702
17998,LB,BWL,76.0,2017-05-01,2018-04-30,2017,1390.0,0089,Renewed,WAYNE,MAHAFFEY,MAHAFFEY'S PUB,"DORSAL, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2706 DILLON STREET,21224,115.0,30.0,27935.0,39.281098, -76.57798
18001,LB,BWL,39.0,2017-05-01,2018-04-30,2017,1320.0,0048,Renewed,SIREENAT,TENGAMNUAY,THAI LANDING,SIAM SPOON CORP.,Restaurant,7 days,"Beer, Wine, & Liquor",1207 CHARLES STREET NORTH,21201,97.0,151.0,13645.0,39.303755, -76.616074
18005,LB,BWL,84.0,2017-05-01,2018-04-30,2017,1520.0,0097,Renewed,MAURO,COPPOLA,PASTICCIO,"PASTICCIO OF CANTON, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2400 BOSTON STREET SUITE 120,21224,116.0,30.0,27935.0,39.281639, -76.581961
18006,LBD7,BWL,12.0,2017-05-01,2018-04-30,2017,1320.0,0208,Renewed,DANIEL ,PALMER,MY WAY,"L & S PUB, INC.",Tavern,7 days,"Beer, Wine, & Liquor",4800 CURTIS AVENUE,21226,37.0,62.0,27939.0,39.222969, -76.586591
18010,LB,BWL,74.0,2017-05-01,2018-04-30,2017,1320.0,0087,Renewed,JOSE ADOLFO,BULNES,K & D RESTAURANT,"K & D RESTAURANT, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3706-08 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286627, -76.566191
18014,LBHM,BWL,5.0,2017-05-01,2018-04-30,2017,7000.0,0191,Renewed,ELIZABETH A.,PROCACCIANTI,HOLIDAY INN BALTIMORE INNER HARBOR,"PMD BEVERAGE SERVICES, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",301 LOMBARD STREET WEST,21201,5.0,241.0,13642.0,39.287544, -76.620095
18016,LB,BWL,97.0,2017-05-01,2018-04-30,2017,2020.0,0114,Renewed,DOROTHEA,LOCCO,CHEESECAKE FACTORY,"CHEESECAKE FACTORY RESTAURANTS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor", HARBORPLACE-201 E.PRATT ST,21202,3.0,121.0,13645.0,39.286611, -76.610968
18017,LB,BWL,94.0,2017-05-01,2018-04-30,2017,1520.0,0111,Renewed,EMINA,DUKIC,FORNO,"FORNO, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",17 EUTAW STREET NORTH,21201,5.0,65.0,13642.0,39.289861, -76.620964
18022,LBD7,BWL,100.0,2017-05-01,2018-04-30,2017,1820.0,0303,Renewed,DOMINIC,LASCOLA,EL BUFALO,"O'DONNELL/CURLEY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2921 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280076, -76.574588
18023,LBD7,BWL,80.0,2017-05-01,2018-04-30,2017,1320.0,0283,Renewed,JAMES H.,"PERSING, SR.",JP'S,"JARP, INC.",Tavern,7 days,"Beer, Wine, & Liquor",528 BOULDIN STREET SOUTH,21224,130.0,30.0,27935.0,39.285584, -76.570702
18034,LBD7,BWL,1.0,2017-05-01,2018-04-30,2017,1320.0,0003,Renewed,PATRICK,CALULONG,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,6.0,65.0,13645.0,39.289758, -76.609703
18039,LM-G,BWL,3.0,2017-05-01,2018-04-30,2017,600.0,0103,Renewed,CHARLES M. ,THOMAS,CARROLL PARK GOLF COURSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",2100 WASHINGTON BOULEVARD,21230,177.0,33.0,27953.0,39.271658, -76.646882
18041,LBD7,BWL,84.0,2017-05-01,2018-04-30,2017,1320.0,0287,Renewed,MICHAEL,CLARKE,CLADDAGH PUB,"DVML, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280374, -76.574803
18047,LBD7,BWL,81.0,2017-05-01,2018-04-30,2017,1320.0,0284,Renewed,JAMES L.,DIMITRI,DIMITRI'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,20.0,102.0,14006.0,39.334344, -76.636007
18048,LB,BWL,162.0,2017-05-01,2018-04-30,2017,1320.0,0215,Renewed,UMA,CHHANTYAL,MOUNT EVEREST RESTAURANT,"GANESH BHAGWAH, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1011 36TH STREET WEST,21211,20.0,102.0,14006.0,39.331077, -76.633084
18050,LB,BWL,65.0,2017-05-01,2018-04-30,2017,2000.0,0078,Renewed,KHANH,COLLINS ,BRIO TUSCAN GRILLE,"BRIO TUSCAN GRILLE OF BALTIMORE, LLC.",Restaurant,7 days,"Beer, Wine, & Liquor",100 PRATT STREET EAST,21202,3.0,121.0,13645.0,39.286574, -76.612663
18051,LB,BWL,37.0,2017-05-01,2018-04-30,2017,2000.0,0046,Renewed,CARLO,VIGNOTTO,LA TAVOLA RISTORANTE ITALIANO,"BADA BING! BADA BOOM!, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",246-48 ALBEMARLE STREET,21202,109.0,57.0,13645.0,39.286554, -76.602561
18053,LB,BWL,140.0,2017-05-01,2018-04-30,2017,1320.0,0162,Renewed,YOUN KYONG,YOUN,NAK WON RESTAURANT,"NAK WON, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",12-16 20TH STREET WEST,21218,160.0,44.0,27307.0,39.312174, -76.617167
18060,LBD7,BWL,91.0,2017-05-01,2018-04-30,2017,1320.0,0294,Renewed,SCOTT C.,SCHLEUPNER,SOCIAL PUB AND PIE,"SCS HOLDINGS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",25 CROSS STREET EAST,21230,175.0,67.0,27953.0,39.276937, -76.613392
18063,LBD7,BWL,84.0,2017-05-01,2018-04-30,2017,1320.0,0287,Renewed,ERNEST,YOUNG,CLADDAGH PUB,"DVML, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,115.0,30.0,27935.0,39.280374, -76.574803
18066,LB,BWL,93.0,2017-05-01,2018-04-30,2017,2020.0,0110,Renewed,JOHN,BURKE,PAPI'S,"PAPI'S TACOS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1703-05 ALICEANNA STREET,21231,286.0,68.0,27954.0,39.283557, -76.592864
18067,LBD7,BWL,41.0,2017-05-01,2018-04-30,2017,1320.0,0239,Renewed,CHARLES ,KING ,BALTIMORE EAGLE,"4 CRAZY GUYS,LLC",Tavern,7 days,"Beer, Wine, & Liquor",2022 CHARLES STREET NORTH,21218,160.0,44.0,27307.0,39.313071, -76.616667
18068,LB,BWL,104.0,2017-05-01,2018-04-30,2017,1820.0,0121,Renewed,LAURA,NORRIS,"""EAT BERTHA'S MUSSELS""","BERTHA'S, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",730-34 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.282684, -76.593476
18071,LM-G,BWL,4.0,2017-05-01,2018-04-30,2017,600.0,0104,Renewed,CHARLES M.,THOMAS,MOUNT PLEASANT GOLF COUSE,BALTIMORE MUNICIPAL GOLF CORPORATION,Municipal Golf Course,,"Beer, Wine, & Liquor",6001 HILLEN ROAD,21239,268.0,170.0,28564.0,39.363692, -76.577699
18087,LB,BWL,54.0,2017-05-01,2018-04-30,2017,1320.0,0065,Renewed,HARALABOS,STAVRAKAS,DARBAR RESTAURANT,"BEST THAI, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1909-13 ALICEANNA STREET,21231,286.0,68.0,27954.0,39.283689, -76.589586
18093,LB,BWL,44.0,2017-05-01,2018-04-30,2017,1320.0,0053,Renewed,HARKESH,SHARMA,TAMBERS,"SHARMA KUMAR, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3327 ST. PAUL STREET,21218,176.0,277.0,27307.0,39.329065, -76.616014
18095,LB,BWL,131.0,2017-05-01,2018-04-30,2017,1800.0,0151,Renewed,RENATO,"RTONDO, JR.",SABATINO'S RESTAURANT,"SABATINO'S, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",901-05 FAWN STREET,21202,109.0,57.0,13645.0,39.286431, -76.601491
18102,LBHM,BWL,9.0,2017-05-01,2018-04-30,2017,7200.0,0195,Renewed,SAM,CHANG,RADISSON HOTEL BALTIMORE& CROWNE PLAZA HOTEL,"MCSAM BALTIMORE HOTEL, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",101 FAYETTE STREET WEST,21201,6.0,65.0,13642.0,39.290365, -76.616883
18106,LBD7,BWL,76.0,2017-05-01,2018-04-30,2017,1320.0,0279,Renewed,DONNIE ,WOMACK ,HAMILTON TAVERN,"HAMILTON PUB,LLC",Tavern,7 days,"Beer, Wine, & Liquor",5517 HARFORD ROAD,21214,225.0,93.0,27291.0,39.352752, -76.561071
18111,LBD7,BWL,74.0,2017-05-01,2018-04-30,2017,1320.0,0277,Renewed,DAN,NAOR,BALTIMORE MARINE CENTER,"BALTIMORE MARINE CENTER, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2701 BOSTON STREET,21224,115.0,30.0,27935.0,39.278985, -76.577702
18112,LB,BWL,51.0,2017-05-01,2018-04-30,2017,1520.0,0062,Renewed,LAURI H.,BARTLETT,NOODLES  &  COMPANY,NOODLE  SHOP  CO. - BALTIMORE  COUNTY  LLC.,Restaurant,7 days,"Beer, Wine, & Liquor", HARBORPLACE-301 LIGHT STREET,21201,3.0,121.0,13645.0,39.285066, -76.613129
18114,LBD7,BWL,75.0,2017-05-01,2018-04-30,2017,1320.0,0278,Renewed,BRIAN L.,WINFIELD,PAPARAZZI NIGHT CLUB,"EAGLE ENTERTAINMENT, LLC",Tavern,7 days,"Beer, Wine, & Liquor",407 SARATOGA STREET EAST,21202,6.0,65.0,13645.0,39.292435, -76.609524
18119,LB,BWL,167.0,2017-05-01,2018-04-30,2017,1520.0,0265,Renewed,CHRISTINE ,HRYN,BOZ'S BURGERS,"BOZ'S BURGERS,LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3101 ST. PAUL STREET,21218,35.0,277.0,27307.0,39.325956, -76.615832
18121,LB,BWL,166.0,2017-05-01,2018-04-30,2017,1520.0,0264,Renewed,JIN C.,CHANG,KATANA,"BALTIMORE KATANA, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",843-45 MONTFORD AVENUE SOUTH,21224,116.0,30.0,27935.0,39.282461, -76.582666
18124,WB,BW,1.0,2017-05-01,2018-04-30,2017,165.0,0012,Renewed,ANDREW J.,FARANTOS,G & A RESTAURANT,"G & A RESTAURANT, INC.",Restaurant License,7 days,Beer & Light Wine,3802 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286664, -76.565141
18129,LB,BWL,109.0,2017-05-01,2018-04-30,2017,2020.0,0126,Renewed,THOMAS W.,HAMRICK,CAROLINA'S TEX-MEX RESTAURANT,"CAROLINA TEX-MEX RESTAURANT, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",505 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.28538, -76.593357
18137,LB,BWL,150.0,2017-05-01,2018-04-30,2017,1540.0,0173,Renewed,TOM,CHIU,CHIU'S SUSHI,"CHIU'S SUSHI, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",608 EXETER STREET SOUTH,21202,109.0,121.0,13645.0,39.284226, -76.60028
18153,LB,BWL,70.0,2017-05-01,2018-04-30,2017,2540.0,0083,Renewed,CANDACE ,BEATTIE,THAMES STREET OYSTER HOUSE,"TSOH, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1728 THAMES STREET,21231,286.0,68.0,27954.0,39.281872, -76.5916
18155,LB,BWL,155.0,2017-05-01,2018-04-30,2017,2020.0,0181,Renewed,JOHN ,BURKE,WICKED SISTERS,"WICKED SISTERS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3845 FALLS RD,21211,20.0,102.0,14006.0,39.334982, -76.636192
18157,LB,BWL,46.0,2017-05-01,2018-04-30,2017,2300.0,0057,Renewed,SANDRA LEE,HUGHES,HOLIDAY HOUSE,"F. HUGHES, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",6427-29 HARFORD ROAD,21214,261.0,256.0,27291.0,39.361457, -76.553556
18160,LBHM,BWL,10.0,2017-05-01,2018-04-30,2017,7200.0,0196,Renewed,PATRICK ,BUTTARAZZI,FAIRFIELD INN & SUITES,MHF BALTIMORE DT OPERATING V LLC,Hotel/Motel,7 days,"Beer, Wine, & Liquor",101 PRESIDENT STREET SOUTH,21202,110.0,110.0,13645.0,39.288176, -76.604647
18161,LB,BWL,84.0,2017-05-01,2018-04-30,2017,1520.0,0097,Renewed,CRAIG M.,WATTS,PASTICCIO,"PASTICCIO OF CANTON, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2400 BOSTON STREET SUITE 120,21224,116.0,30.0,27935.0,39.281639, -76.581961
18168,LB,BWL,16.0,2017-05-01,2018-04-30,2017,2020.0,0024,Renewed,JIMMY ,CHIN,POINT IN FELLS,"POINT IN FELLS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1734 THAMES STREET,21231,286.0,68.0,27954.0,39.281883, -76.591393
18172,LB,BWL,52.0,2017-05-01,2018-04-30,2017,2000.0,0063,Renewed,MICHAEL,DOWGIEWICZ,MT. WASHINGTON TAVERN,"FRISCHBONE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",5700-02 NEWBURY STREET,21209,273.0,168.0,14001.0,39.367621, -76.652261
18176,LBD7,BWL,14.0,2017-05-01,2018-04-30,2017,1320.0,0210,Renewed,WILLIAM,FERGUSON,AL-HO CLUB,"J.V.W., INC.",Tavern,7 days,"Beer, Wine, & Liquor",2105-07 FREDERICK AVENUE,21223,279.0,36.0,27632.0,39.28564, -76.6502
18180,LB,BWL,136.0,2017-05-01,2018-04-30,2017,2300.0,0158,Renewed,EZRA,TILAYE,WARE HOUSE 518,"EZ GROUP, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",518 CHARLES STREET NORTH,21201,92.0,165.0,13645.0,39.295837, -76.61557
18181,LB,BWL,6.0,2017-05-01,2018-04-30,2017,2500.0,0011,Renewed,ERIC,LEVITT,RYLEIGH'S OYSTER,"CATHEDRAL-PRESTON, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1225 CATHEDRAL STREET,21201,95.0,151.0,13642.0,39.30414, -76.618583
18188,LBD7,BWL,4.0,2017-05-01,2018-04-30,2017,1320.0,0200,Renewed,DOMINGO H.,KIM,STADIUM LOUNGE,"DOMINGO KIM ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3351-53 GREENMOUNT AVENUE,21218,182.0,251.0,27307.0,39.329552, -76.609432
18189,LB,BWL,9.0,2017-05-01,2018-04-30,2017,1520.0,0016,Renewed,LOUIS C.,"BURCH, III",GREENE TURTLE,"PO DO PAC, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",718-22 BROADWAY SOUTH,21231,286.0,68.0,27954.0,39.282953, -76.593483
18191,LA,BWL,1.0,2017-05-01,2018-04-30,2017,858.0,0001,Renewed,SUN O.,LEE,NEW GUILFORD LIQUORS,"CKY & ANGEY'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2801 GUILFORD AVENUE,21218,33.0,98.0,27307.0,39.32218, -76.613128
18193,LB,BWL,27.0,2017-05-01,2018-04-30,2017,3000.0,0035,Renewed,ADAM,RATHER,MOTHER'S FEDERAL HILL GRILLE,"MOTHER'S FEDERAL HILL GRILL, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1113 CHARLES STREET SOUTH,21230,175.0,67.0,27953.0,39.276421, -76.614342
18194,LB,BWL,36.0,2017-05-01,2018-04-30,2017,1800.0,0045,Renewed,JOHN A.,FOREMAN,PETIT LOUIS BISTRO,"BISTROCO, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",4800-4816 ROLAND AVENUE,21210,235.0,214.0,14004.0,39.350388, -76.635125
18200,LB,BWL,155.0,2017-05-01,2018-04-30,2017,2020.0,0181,Renewed,CARRIE ,PODLES ,WICKED SISTERS,"WICKED SISTERS, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3845 FALLS RD,21211,20.0,102.0,14006.0,39.334982, -76.636192
18201,LB,BWL,156.0,2017-05-01,2018-04-30,2017,1540.0,0182,Renewed,CRISTINA,MENDOZA,RA SUSHI,RA SUSHI BALTIMORE CORP.,Restaurant,7 days,"Beer, Wine, & Liquor",701 EDEN STREET SOUTH,21231,109.0,121.0,27954.0,39.282802, -76.598128
18208,LB,BWL,127.0,2017-05-01,2018-04-30,2017,1520.0,0147,Renewed,JUSTIN,SHAROKY,PIE 360,"PIE 360, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",3731 BOSTON STREET,21224,131.0,31.0,27935.0,39.277164, -76.563352
18212,LBD7,BWL,82.0,2017-05-01,2018-04-30,2017,1320.0,0285,Renewed,DENISE D.,KOEHLER,GRIFFITH'S TAVERN,"GRIFFITH'S, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3631 HICKORY AVENUE,21211,20.0,102.0,14006.0,39.33155, -76.633936
18213,LB,BWL,143.0,2017-05-01,2018-04-30,2017,1320.0,0165,Renewed,ELOISA,GUZMAN-MARTINEZ,LA SIRENITA RESTAURANT II,"LA SIRENITA RESTAURANT IV, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3916 EASTERN AVENUE,21224,130.0,17.0,27935.0,39.286743, -76.563793
18220,LBD7,BWL,72.0,2017-05-01,2018-04-30,2017,1320.0,0275,Renewed,MATTHEW,BRADLEY,MELBA'S PLACE,,Tavern,7 days,"Beer, Wine, & Liquor",3126 GREENMOUNT AVENUE,21218,181.0,1.0,27307.0,39.326928, -76.609416
